KOTAK MAHINDRA BANK LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 	345.67 , 	348.14 , 	368.44 , 	370.34 , 	373.30 , 	385.16 , 	386.18 , 	917.19 , 	920.45 , 	952.82 
Reserves," 	6,176.88 "," 	7,562.80 "," 	10,594.51 "," 	12,530.70 "," 	14,876.49 "," 	18,690.85 "," 	21,767.14 "," 	32,443.45 "," 	37,570.39 "," 	49,533.24 "
Borrowings," 	25,800.86 "," 	35,704.88 "," 	49,386.29 "," 	65,655.41 "," 	85,561.10 "," 	85,936.89 "," 	104,258.34 "," 	179,678.55 "," 	205,229.91 "," 	249,839.77 "
Other Liabilities," 	7,910.43 "," 	11,498.99 "," 	13,331.88 "," 	13,792.93 "," 	15,054.56 "," 	17,223.74 "," 	22,164.10 "," 	27,764.39 "," 	32,466.81 "," 	37,394.64 "
Total," 	40,233.84 "," 	55,114.81 "," 	73,681.12 "," 	92,349.38 "," 	115,865.45 "," 	122,236.64 "," 	148,575.76 "," 	240,803.58 "," 	276,187.56 "," 	337,720.47 "
,,,,,,,,,,
Net Block, 	341.76 , 	613.83 , 	600.42 , 	615.29 , 	619.90 ," 	1,264.09 "," 	1,384.97 "," 	1,761.02 "," 	1,758.62 "," 	2,542.89 "
Capital Work in Progress, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
Investments," 	13,313.03 "," 	19,484.78 "," 	26,048.99 "," 	31,658.43 "," 	40,907.24 "," 	38,791.05 "," 	45,588.89 "," 	70,273.90 "," 	68,461.54 "," 	90,976.60 "
Other Assets," 	26,579.05 "," 	35,016.20 "," 	47,031.71 "," 	60,075.66 "," 	74,338.31 "," 	82,181.50 "," 	101,601.90 "," 	168,768.66 "," 	205,967.40 "," 	244,200.98 "
Total," 	40,233.84 "," 	55,114.81 "," 	73,681.12 "," 	92,349.38 "," 	115,865.45 "," 	122,236.64 "," 	148,575.76 "," 	240,803.58 "," 	276,187.56 "," 	337,720.47 "
,,,,,,,,,,
Working Capital," 	18,668.62 "," 	23,517.21 "," 	33,699.83 "," 	46,282.73 "," 	59,283.75 "," 	64,957.76 "," 	79,437.80 "," 	141,004.27 "," 	173,500.59 "," 	206,806.34 "
Debtors, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
Inventory, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
,,,,,,,,,,
Debtor Days, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
Inventory Turnover, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
,,,,,,,,,,
Return on Equity,10%,17%,14%,14%,14%,13%,14%,10%,13%,12%
Return on Capital Emp,,10%,9%,10%,10%,10%,10%,10%,8%,8%
