GOA CARBON LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 389.64 , 250.72 , 267.90 , 344.05 , 295.60 , 292.03 , 187.95 , 316.02 , 291.08 , 576.30 , 461.79 ," 1,141.00 ", 596.83 
Expenses, 362.20 , 246.77 , 246.75 , 324.56 , 282.58 , 286.81 , 185.82 , 309.05 , 273.95 , 483.95 , 461.20 ," 1,028.72 ", 596.06 
Operating Profit, 27.44 , 3.95 , 21.15 , 19.49 , 13.02 , 5.22 , 2.13 , 6.97 , 17.13 , 92.35 , 0.59 , 112.28 , 0.76 
Other Income, 4.31 , 8.82 , 3.01 , 6.01 , 6.40 , 5.60 , (2.05), 5.60 , 9.03 , 8.74 , 2.25 , -   , -   
Depreciation, 2.55 , 2.55 , 2.59 , 2.39 , 2.24 , 2.20 , 1.67 , 1.87 , 1.88 , 1.86 , 2.04 , 2.04 , 2.04 
Interest, 10.74 , 8.36 , 7.55 , 7.45 , 5.01 , 6.19 , 8.43 , 15.21 , 8.54 , 9.71 , 11.63 , 11.63 , 11.63 
Profit before tax, 18.46 , 1.86 , 14.02 , 15.66 , 12.16 , 2.43 , (10.02), (4.50), 15.75 , 89.52 , (10.83), 98.61 , (12.91)
Tax, 6.13 , 1.45 , 4.83 , 5.17 , 4.25 , 0.14 , 0.07 , (1.42), 6.26 , 35.67 , (3.33),0%,0%
Net profit, 12.33 , 0.41 , 9.19 , 10.49 , 7.91 , 2.29 , (10.09), (3.08), 9.50 , 53.85 , (7.52), 98.61 , (12.91)
EPS, 13.47 , 0.45 , 10.04 , 11.46 , 8.64 , 2.50 , (11.03), (3.37), 10.38 , 58.85 , (8.22), 107.77 , (14.11)
Price to earning, 4.23 , 245.05 , 8.94 , 7.31 , 8.19 , 28.44 , (7.14), (25.12), 13.30 , 15.64 , -   , 14.47 , -   
Price, 56.97 , 109.79 , 89.83 , 83.80 , 70.76 , 71.18 , 78.73 , 84.54 , 138.05 , 920.41 , 402.00 ," 1,559.34 ", -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,22.30%,446.34%,39.83%,34.89%,28.95%,40.17%,0.00%,0.00%,43.37%,25.48%,,,
OPM,7.04%,1.58%,7.89%,5.66%,4.40%,1.79%,1.13%,2.21%,5.88%,16.02%,0.13%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,4.44%,11.56%,14.28%,45.28%,97.99%,97.99%,4.44%
,,,,,,OPM,6.50%,6.79%,7.44%,9.84%,0.13%,9.84%,0.13%
,,,,,,Price to Earning, 41.39 , 14.58 , 19.13 , 14.47 , -   , 14.47 , -   
