MAGMA FINCORP LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 615.37 , 689.71 , 836.40 ," 1,003.58 "," 1,583.82 "," 1,856.03 "," 2,029.94 "," 2,120.07 "," 1,992.57 "," 1,993.71 "," 2,230.56 "," 2,230.56 "," 1,980.36 "
Expenses, 245.76 , 251.33 , 310.65 , 313.90 , 502.72 , 608.97 , 774.37 , 835.72 ," 1,025.17 ", 933.71 , 814.07 , 814.07 , 906.32 
Operating Profit, 369.61 , 438.38 , 525.75 , 689.68 ," 1,081.10 "," 1,247.06 "," 1,255.57 "," 1,284.35 ", 967.40 ," 1,060.00 "," 1,416.49 "," 1,416.49 "," 1,074.04 "
Other Income, 10.11 , 13.70 , 10.73 , 20.49 , 22.15 , 19.64 , 15.48 , 19.07 , 34.17 , 43.40 , 53.59 , -   , -   
Depreciation, 34.24 , 32.79 , 27.85 , 29.58 , 36.70 , 33.14 , 34.52 , 39.34 , 48.29 , 48.98 , 50.15 , 50.15 , 50.15 
Interest, 285.36 , 316.25 , 338.13 , 598.52 , 887.40 ," 1,055.16 "," 1,061.44 ", 998.09 , 942.57 , 784.67 ," 1,017.05 "," 1,017.05 "," 1,017.05 "
Profit before tax, 60.12 , 103.04 , 170.50 , 82.07 , 179.16 , 178.40 , 175.10 , 265.98 , 10.70 , 269.74 , 402.88 , 349.29 , 6.84 
Tax, 21.08 , 36.58 , 56.07 , 18.83 , 56.36 , 42.83 , 26.04 , 78.82 , 4.61 , 67.26 , 127.76 ,32%,32%
Net profit, 39.04 , 66.46 , 114.43 , 63.24 , 122.80 , 135.57 , 149.07 , 187.15 , 6.10 , 202.49 , 275.13 , 238.52 , 4.67 
EPS, 3.59 , 6.10 , 8.82 , 3.33 , 6.46 , 7.13 , 7.83 , 7.90 , 0.26 , 8.54 , 10.21 , 8.86 , 0.17 
Price to earning, 8.53 , 9.81 , 7.58 , 21.28 , 12.99 , 10.62 , 12.49 , 10.73 , 455.79 , 19.51 , 12.79 , 124.71 , 12.79 
Price, 30.59 , 59.88 , 66.87 , 70.94 , 83.98 , 75.74 , 97.80 , 84.81 , 117.33 , 166.71 , 130.60 ," 1,104.38 ", 2.22 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,5.58%,6.56%,6.81%,17.99%,12.38%,11.22%,10.22%,10.13%,310.82%,9.36%,,,
OPM,60.06%,63.56%,62.86%,68.72%,68.26%,67.19%,61.85%,60.58%,48.55%,53.17%,63.50%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.95%,13.21%,4.71%,-0.60%,11.88%,11.88%,-0.60%
,,,,,,OPM,60.59%,60.30%,58.19%,54.23%,63.50%,63.50%,54.23%
,,,,,,Price to Earning, 52.92 , 69.53 , 86.99 , 124.71 , 12.79 , 124.71 , 12.79 
