GANESHA ECOSPHERE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 9.85 , 12.32 , 13.67 , 15.19 , 15.19 , 15.19 , 16.20 , 19.18 , 19.18 , 19.18 
Reserves, 14.12 , 23.00 , 40.42 , 64.30 , 85.74 , 108.03 , 129.93 , 181.00 , 211.01 , 243.66 
Borrowings, 61.36 , 58.85 , 79.53 , 92.58 , 176.91 , 223.73 , 194.04 , 150.48 , 136.12 , 197.83 
Other Liabilities, 21.31 , 25.31 , 36.13 , 45.57 , 44.71 , 65.20 , 103.25 , 63.64 , 84.46 , 118.61 
Total, 106.64 , 119.48 , 169.75 , 217.64 , 322.55 , 412.15 , 443.42 , 414.30 , 450.77 , 579.28 
,,,,,,,,,,
Net Block, 61.43 , 57.79 , 91.70 , 102.88 , 102.98 , 202.63 , 257.92 , 255.84 , 239.35 , 315.96 
Capital Work in Progress, 0.54 , 14.03 , 1.33 , 5.20 , 84.80 , 59.62 , 9.79 , 0.65 , 9.88 , 2.53 
Investments, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Assets, 44.67 , 47.66 , 76.72 , 109.56 , 134.77 , 149.90 , 175.71 , 157.81 , 201.54 , 260.79 
Total, 106.64 , 119.48 , 169.75 , 217.64 , 322.55 , 412.15 , 443.42 , 414.30 , 450.77 , 579.28 
,,,,,,,,,,
Working Capital, 23.36 , 22.35 , 40.59 , 63.99 , 90.06 , 84.70 , 72.46 , 94.17 , 117.08 , 142.18 
Debtors, 9.23 , 12.55 , 25.35 , 31.12 , 34.40 , 39.20 , 40.74 , 49.74 , 56.06 , 78.61 
Inventory, 29.80 , 24.40 , 32.59 , 47.32 , 39.07 , 60.75 , 82.34 , 69.27 , 92.25 , 133.18 
,,,,,,,,,,
Debtor Days, 24.89 , 23.03 , 31.74 , 29.46 , 28.85 , 28.65 , 23.86 , 28.05 , 30.34 , 38.07 
Inventory Turnover, 4.54 , 8.15 , 8.94 , 8.15 , 11.14 , 8.22 , 7.57 , 9.34 , 7.31 , 5.66 
,,,,,,,,,,
Return on Equity,18%,25%,33%,26%,24%,20%,16%,12%,13%,13%
Return on Capital Emp,,19%,24%,21%,16%,14%,13%,16%,17%,17%
,,,,,,,,,,
