CCL PRODUCTS (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 13.30 , 13.30 , 13.30 , 13.30 , 13.30 , 26.61 , 26.61 , 26.61 , 26.61 , 26.61 
Reserves, 162.36 , 187.03 , 210.93 , 239.73 , 286.59 , 327.87 , 378.18 , 420.10 , 510.95 , 568.05 
Borrowings, 191.27 , 156.08 , 155.68 , 148.64 , 151.55 , 117.95 , 93.31 , 114.47 , 98.45 , 308.36 
Other Liabilities, 36.21 , 46.44 , 40.45 , 53.48 , 63.48 , 73.12 , 98.20 , 74.10 , 68.92 , 78.79 
Total, 403.14 , 402.85 , 420.36 , 455.15 , 514.92 , 545.55 , 596.30 , 635.28 , 704.93 , 981.81 
,,,,,,,,,,
Net Block, 229.79 , 211.15 , 228.00 , 213.96 , 180.76 , 174.77 , 168.77 , 209.32 , 214.91 , 211.63 
Capital Work in Progress, 30.49 , 30.63 , -   , 0.23 , -   , 0.21 , 6.75 , -   , 0.16 , 213.43 
Investments, 18.04 , 18.04 , 37.55 , 37.55 , 80.04 , 138.62 , 150.96 , 150.96 , 153.92 , 157.89 
Other Assets, 124.82 , 143.03 , 154.81 , 203.41 , 254.12 , 231.95 , 269.82 , 275.00 , 335.94 , 398.86 
Total, 403.14 , 402.85 , 420.36 , 455.15 , 514.92 , 545.55 , 596.30 , 635.28 , 704.93 , 981.81 
,,,,,,,,,,
Working Capital, 88.61 , 96.59 , 114.36 , 149.93 , 190.64 , 158.83 , 171.62 , 200.90 , 267.02 , 320.07 
Debtors, 46.81 , 42.03 , 51.20 , 66.22 , 71.76 , 74.48 , 89.98 , 91.74 , 104.47 , 124.98 
Inventory, 47.24 , 64.00 , 81.27 , 107.36 , 125.61 , 113.85 , 128.80 , 95.02 , 137.15 , 144.98 
,,,,,,,,,,
Debtor Days, 65.38 , 54.56 , 52.97 , 49.35 , 44.79 , 44.49 , 48.87 , 49.45 , 53.90 , 55.41 
Inventory Turnover, 5.53 , 4.39 , 4.34 , 4.56 , 4.66 , 5.37 , 5.22 , 7.13 , 5.16 , 5.68 
,,,,,,,,,,
Return on Equity,11%,13%,12%,14%,18%,21%,18%,18%,18%,16%
Return on Capital Emp,,14%,14%,17%,22%,25%,25%,25%,27%,20%
,,,,,,,,,,
