HIL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 7.49 , 7.49 , 7.49 , 7.49 , 7.49 , 7.49 , 7.49 , 7.49 , 7.49 , 7.49 
Reserves, 178.71 , 254.29 , 290.78 , 335.14 , 378.19 , 380.79 , 428.18 , 452.58 , 496.03 , 558.63 
Borrowings, 80.32 , 64.63 , 85.87 , 104.99 , 174.61 , 67.67 , 120.38 , 157.72 , 71.94 , 66.77 
Other Liabilities, 135.09 , 163.91 , 180.53 , 231.46 , 234.56 , 279.07 , 307.93 , 304.14 , 327.89 , 414.04 
Total, 401.61 , 490.32 , 564.67 , 679.08 , 794.85 , 735.02 , 863.98 , 921.93 , 903.35 ," 1,046.93 "
,,,,,,,,,,
Net Block, 159.80 , 183.60 , 267.08 , 309.54 , 340.00 , 379.66 , 480.12 , 505.22 , 507.70 , 492.02 
Capital Work in Progress, 36.53 , 69.08 , 22.85 , 16.83 , 19.32 , 33.12 , 7.27 , 10.99 , 6.86 , 49.03 
Investments, 9.34 , 9.23 , 9.11 , 9.00 , 8.88 , 8.77 , 9.35 , 8.52 , 19.83 , 120.96 
Other Assets, 195.94 , 228.41 , 265.63 , 343.71 , 426.65 , 313.47 , 367.24 , 397.20 , 368.96 , 384.92 
Total, 401.61 , 490.32 , 564.67 , 679.08 , 794.85 , 735.02 , 863.98 , 921.93 , 903.35 ," 1,046.93 "
,,,,,,,,,,
Working Capital, 60.85 , 64.50 , 85.10 , 112.25 , 192.09 , 34.40 , 59.31 , 93.06 , 41.07 , (29.12)
Debtors, 50.61 , 52.35 , 62.65 , 84.64 , 101.36 , 67.46 , 68.56 , 101.32 , 86.37 , 99.66 
Inventory, 111.53 , 138.51 , 151.51 , 185.33 , 246.61 , 173.61 , 220.39 , 222.39 , 206.20 , 185.06 
,,,,,,,,,,
Debtor Days, 29.85 , 27.15 , 31.56 , 36.01 , 35.69 , 28.32 , 22.59 , 33.73 , 28.17 , 28.45 
Inventory Turnover, 5.55 , 5.08 , 4.78 , 4.63 , 4.20 , 5.01 , 5.03 , 4.93 , 5.43 , 6.91 
,,,,,,,,,,
Return on Equity,24%,34%,17%,18%,16%,2%,15%,9%,11%,14%
Return on Capital Emp,,48%,22%,23%,20%,4%,19%,12%,13%,20%
,,,,,,,,,,
