BIRLA CABLE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 30.00 , 30.00 , 30.00 , 30.00 , 30.00 , 30.00 , 30.00 , 30.00 , 30.00 , 30.00 
Reserves, 33.47 , 35.76 , 31.38 , 26.56 , 32.24 , 47.97 , 56.86 , 61.73 , 66.30 , 91.44 
Borrowings, 26.77 , 24.08 , 22.23 , 29.32 , 34.12 , 47.72 , 58.13 , 66.92 , 40.18 , 44.60 
Other Liabilities, 21.25 , 16.17 , 13.17 , 23.18 , 48.06 , 107.21 , 73.94 , 74.29 , 77.09 , 94.96 
Total, 111.49 , 106.01 , 96.78 , 109.06 , 144.42 , 232.90 , 218.93 , 232.94 , 213.57 , 261.00 
,,,,,,,,,,
Net Block, 26.36 , 32.11 , 35.25 , 32.26 , 29.71 , 38.48 , 41.07 , 61.06 , 55.02 , 61.06 
Capital Work in Progress, 6.51 , 0.76 , 0.06 , 0.19 , 4.02 , 1.44 , 0.93 , 0.03 , 1.18 , -   
Investments, 14.06 , 14.06 , 14.06 , 14.06 , 14.06 , 14.06 , 14.06 , 19.06 , 20.30 , 11.38 
Other Assets, 64.56 , 59.08 , 47.41 , 62.55 , 96.63 , 178.92 , 162.87 , 152.79 , 137.07 , 188.56 
Total, 111.49 , 106.01 , 96.78 , 109.06 , 144.42 , 232.90 , 218.93 , 232.94 , 213.57 , 261.00 
,,,,,,,,,,
Working Capital, 43.31 , 42.91 , 34.24 , 39.37 , 48.57 , 71.71 , 88.93 , 78.50 , 59.98 , 93.60 
Debtors, 22.09 , 23.45 , 16.22 , 27.60 , 37.34 , 93.94 , 81.68 , 75.73 , 68.41 , 104.05 
Inventory, 20.88 , 15.93 , 14.78 , 17.55 , 29.71 , 53.41 , 43.77 , 44.64 , 49.46 , 66.51 
,,,,,,,,,,
Debtor Days, 68.27 , 86.75 , 89.15 , 134.14 , 110.09 , 117.99 , 112.97 , 110.66 , 118.29 , 116.84 
Inventory Turnover, 5.66 , 6.19 , 4.49 , 4.28 , 4.17 , 5.44 , 6.03 , 5.60 , 4.27 , 4.89 
,,,,,,,,,,
Return on Equity,-9%,3%,-7%,-9%,9%,25%,14%,9%,3%,13%
Return on Capital Emp,,4%,-3%,0%,12%,29%,20%,11%,6%,18%
,,,,,,,,,,
