ADVANCED ENZYME TECHNOLOGIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 80.91 , 106.86 , 110.39 , 112.26 , 140.60 , 135.15 , 124.85 , 139.14 , 172.64 , 212.06 , 222.09 , 260.48 , 231.08 
Expenses, 66.11 , 86.24 , 85.85 , 81.85 , 101.12 , 107.01 , 90.81 , 102.82 , 124.15 , 162.08 , 169.70 , 193.46 , 176.57 
Operating Profit, 14.80 , 20.62 , 24.54 , 30.41 , 39.48 , 28.14 , 34.04 , 36.32 , 48.49 , 49.98 , 52.39 , 67.02 , 54.51 
Other Income, 0.64 , 0.74 , 1.76 , 3.23 , 2.22 , 1.02 , 1.37 , 0.92 , 6.42 , 5.05 , 5.61 , -   , -   
Depreciation, 4.67 , 4.73 , 4.76 , 5.21 , 7.07 , 9.12 , 7.98 , 7.39 , 8.33 , 7.81 , 8.56 , 8.56 , 8.56 
Interest, 2.85 , 2.42 , 2.40 , 3.70 , 3.78 , 8.28 , 4.66 , 4.37 , 2.94 , 3.37 , 2.23 , 2.23 , 2.23 
Profit before tax, 7.93 , 14.21 , 19.15 , 24.72 , 30.86 , 11.74 , 22.78 , 25.48 , 43.65 , 43.85 , 47.21 , 56.23 , 43.72 
Tax, 1.69 , 3.24 , 1.57 , 2.95 , 9.40 , 1.83 , 3.12 , 4.60 , 9.09 , 7.95 , 11.97 ,25%,25%
Net profit, 6.24 , 10.97 , 17.58 , 21.78 , 21.46 , 9.91 , 19.66 , 20.89 , 34.57 , 35.89 , 35.23 , 41.98 , 32.64 
EPS, 1.20 , 1.06 , 1.70 , 2.10 , 1.97 , 0.91 , 1.81 , 1.92 , 3.10 , 3.22 , 3.15 , 3.76 , 2.92 
Price to earning,  ,  ,  ,  ,  ,  ,  ,  , 135.86 , 73.40 , 67.04 , 92.10 , 67.04 
Price, -   , -   , -   , -   , -   , -   , -   , -   , 420.74 , 235.97 , 211.50 , 346.20 , 195.93 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,16.67%,18.87%,5.92%,9.50%,15.24%,11.00%,5.54%,10.44%,12.93%,15.55%,,,
OPM,18.29%,19.30%,22.23%,27.09%,28.08%,20.82%,27.26%,26.10%,28.09%,23.57%,23.59%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,11.30%,9.78%,8.57%,19.31%,22.83%,22.83%,8.57%
,,,,,,OPM,24.48%,25.74%,25.13%,25.73%,23.59%,25.73%,23.59%
,,,,,,Price to Earning, 92.10 , 92.10 , 92.10 , 92.10 , 67.04 , 92.10 , 67.04 
