INDIABULLS REAL ESTATE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 51.50 , 80.31 , 80.45 , 94.80 , 84.80 , 84.80 , 85.00 , 92.34 , 95.68 , 94.93 
Reserves," 3,505.84 "," 6,333.93 "," 5,859.80 "," 5,687.71 "," 5,606.59 "," 5,646.10 "," 5,674.04 "," 6,007.94 "," 6,072.06 "," 6,827.69 "
Borrowings," 1,369.19 ", 112.00 ," 1,596.65 "," 1,125.42 "," 1,052.05 "," 1,770.69 "," 2,829.09 "," 3,074.50 "," 3,454.02 "," 3,211.89 "
Other Liabilities, 395.09 , 33.79 , 149.65 , 25.11 , 141.33 , 91.13 , 125.74 , 383.86 , 110.42 , 58.13 
Total," 5,321.62 "," 6,560.03 "," 7,686.55 "," 6,933.04 "," 6,884.77 "," 7,592.72 "," 8,713.87 "," 9,558.64 "," 9,732.18 "," 10,192.64 "
,,,,,,,,,,
Net Block, 19.30 , 16.89 , 15.62 , 13.79 , 12.74 , 10.25 , 6.51 , 4.52 , 3.25 , 2.28 
Capital Work in Progress, -   , -   , 0.44 , -   , 0.27 , -   , 0.39 , -   , -   , -   
Investments," 2,507.18 "," 3,426.97 "," 2,632.87 "," 3,951.95 "," 3,916.20 "," 4,825.32 "," 5,041.67 "," 5,238.48 "," 6,210.57 "," 6,895.49 "
Other Assets," 2,795.14 "," 3,116.17 "," 5,037.62 "," 2,967.30 "," 2,955.56 "," 2,757.15 "," 3,665.30 "," 4,315.64 "," 3,518.36 "," 3,294.87 "
Total," 5,321.62 "," 6,560.03 "," 7,686.55 "," 6,933.04 "," 6,884.77 "," 7,592.72 "," 8,713.87 "," 9,558.64 "," 9,732.18 "," 10,192.64 "
,,,,,,,,,,
Working Capital," 2,400.05 "," 3,082.38 "," 4,887.97 "," 2,942.19 "," 2,814.23 "," 2,666.02 "," 3,539.56 "," 3,931.78 "," 3,407.94 "," 3,236.74 "
Debtors, 10.72 , 10.18 , 33.23 , 0.43 , 15.57 , 0.62 , 0.40 , 2.89 , 1.89 , 1.85 
Inventory, -   , -   , 12.88 , 26.77 , 26.11 , 45.04 , 59.15 , 69.67 , 71.33 , 71.33 
,,,,,,,,,,
Debtor Days, 86.89 , 109.32 , 76.23 , 1.10 , 16.01 , 2.67 , 4.11 , 60.69 , 25.36 , 8.20 
Inventory Turnover, -   , -   , 12.35 , 5.31 , 13.59 , 1.88 , 0.60 , 0.25 , 0.38 , 1.15 
,,,,,,,,,,
Return on Equity,0%,0%,1%,0%,5%,3%,0%,1%,0%,0%
Return on Capital Emp,,1%,2%,2%,7%,5%,4%,4%,4%,3%
,,,,,,,,,,
