GHCL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19
Equity Share Capital, 100.02 , 100.02 , 100.02 , 100.02 , 100.02 , 100.02 , 100.02 , 99.47 , 97.42 , 98.03 
Reserves," 1,084.83 ", 919.47 , 861.55 , 967.45 , 759.78 , 669.71 , 933.26 ," 1,251.85 "," 1,524.52 "," 1,853.92 "
Borrowings," 1,319.60 "," 1,396.63 "," 1,265.70 "," 1,174.67 "," 1,309.30 "," 1,323.54 "," 1,325.19 "," 1,430.69 "," 1,313.55 "," 1,291.79 "
Other Liabilities, 437.21 , 518.61 , 554.09 , 661.79 , 715.66 , 706.35 , 562.49 , 696.12 , 772.67 , 811.00 
Total," 2,941.66 "," 2,934.73 "," 2,781.36 "," 2,903.93 "," 2,884.76 "," 2,799.62 "," 2,920.96 "," 3,478.13 "," 3,708.16 "," 4,054.74 "
,,,,,,,,,,
Net Block," 2,024.08 "," 1,950.03 "," 1,872.41 "," 1,870.76 "," 1,867.55 "," 1,932.35 "," 2,047.50 "," 2,399.05 "," 2,491.55 "," 2,581.48 "
Capital Work in Progress, 5.69 , 4.54 , 15.07 , 31.56 , 12.46 , 7.01 , 36.89 , 26.00 , 73.51 , 117.46 
Investments, 59.18 , 25.03 , 28.73 , 5.58 , 7.58 , 1.59 , 6.09 , 8.82 , 10.32 , 46.56 
Other Assets, 852.71 , 955.13 , 865.15 , 996.03 , 997.17 , 858.67 , 830.48 ," 1,044.26 "," 1,132.78 "," 1,309.24 "
Total," 2,941.66 "," 2,934.73 "," 2,781.36 "," 2,903.93 "," 2,884.76 "," 2,799.62 "," 2,920.96 "," 3,478.13 "," 3,708.16 "," 4,054.74 "
,,,,,,,,,,
Working Capital, 415.50 , 436.52 , 311.06 , 334.24 , 281.51 , 152.32 , 267.99 , 348.14 , 360.11 , 498.24 
Debtors, 151.70 , 188.02 , 189.50 , 241.13 , 297.87 , 267.51 , 246.55 , 326.85 , 285.56 , 380.23 
Inventory, 310.96 , 383.19 , 324.52 , 391.07 , 404.18 , 417.33 , 407.63 , 509.24 , 587.88 , 668.26 
,,,,,,,,,,
Debtor Days, 46.04 , 46.22 , 36.71 , 41.71 , 49.23 , 41.44 , 35.54 , 43.32 , 36.17 , 41.17 
Inventory Turnover, 3.87 , 3.87 , 5.81 , 5.40 , 5.46 , 5.65 , 6.21 , 5.41 , 4.90 , 5.04 
,,,,,,,,,,
Return on Equity,12%,11%,12%,11%,14%,24%,25%,29%,22%,18%
Return on Capital Emp,,11%,13%,13%,15%,20%,24%,25%,19%,22%
,,,,,,,,,,
