JAI CORP LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 17.85 , 17.85 , 17.85 , 17.85 , 17.85 , 17.85 , 17.85 , 17.85 , 17.85 , 17.85 
Reserves," 2,566.61 "," 2,624.82 "," 2,714.49 "," 2,191.23 "," 2,051.58 "," 2,076.20 "," 2,002.32 "," 1,001.12 ", 851.64 , 975.63 
Borrowings, 42.60 , 33.03 , 22.57 , 14.96 , 10.88 , 9.04 , 9.33 , 895.12 , 922.99 , 388.21 
Other Liabilities, 43.40 , 58.90 , 83.36 , 84.54 , 60.36 , 51.84 , 59.36 , 95.51 , 268.16 , 288.15 
Total," 2,670.46 "," 2,734.60 "," 2,838.27 "," 2,308.58 "," 2,140.67 "," 2,154.93 "," 2,088.86 "," 2,009.60 "," 2,060.64 "," 1,669.84 "
,,,,,,,,,,
Net Block, 200.27 , 219.64 , 214.07 , 211.29 , 212.42 , 209.43 , 196.59 , 173.24 , 179.22 , 180.41 
Capital Work in Progress, 32.31 , 8.25 , 7.79 , 12.22 , 7.24 , 7.17 , 5.95 , 10.18 , 6.29 , 20.36 
Investments," 1,722.63 "," 1,889.60 "," 1,599.40 "," 1,290.99 "," 1,075.39 "," 1,046.76 "," 1,010.32 "," 1,463.16 "," 1,530.45 "," 1,139.08 "
Other Assets, 715.25 , 617.11 ," 1,017.01 ", 794.08 , 845.62 , 891.57 , 876.00 , 363.02 , 344.68 , 329.99 
Total," 2,670.46 "," 2,734.60 "," 2,838.27 "," 2,308.58 "," 2,140.67 "," 2,154.93 "," 2,088.86 "," 2,009.60 "," 2,060.64 "," 1,669.84 "
,,,,,,,,,,
Working Capital, 671.85 , 558.21 , 933.65 , 709.54 , 785.26 , 839.73 , 816.64 , 267.51 , 76.52 , 41.84 
Debtors, 90.37 , 63.29 , 91.42 , 108.51 , 105.84 , 107.82 , 96.75 , 77.39 , 74.96 , 77.65 
Inventory, 41.34 , 47.80 , 79.89 , 70.22 , 71.54 , 68.96 , 75.95 , 89.01 , 74.91 , 75.02 
,,,,,,,,,,
Debtor Days, 87.81 , 56.41 , 69.05 , 64.10 , 60.90 , 55.97 , 51.59 , 45.40 , 41.75 , 49.21 
Inventory Turnover, 9.09 , 8.57 , 6.05 , 8.80 , 8.87 , 10.20 , 9.01 , 6.99 , 8.75 , 7.68 
,,,,,,,,,,
Return on Equity,1%,2%,3%,4%,4%,4%,3%,0%,-2%,2%
Return on Capital Emp,,3%,4%,6%,5%,6%,4%,5%,5%,6%
,,,,,,,,,,
