ANTARCTICA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 4.44 , 3.75 , 3.50 , 3.91 , 3.59 , 3.23 , 2.45 , 2.89 , 2.34 , 2.26 , 2.05 , 2.20 , 2.08 
Expenses, 3.39 , 3.05 , 3.08 , 3.43 , 3.09 , 2.73 , 2.20 , 2.56 , 2.15 , 1.91 , 1.97 , 1.94 , 2.00 
Operating Profit, 1.05 , 0.70 , 0.42 , 0.48 , 0.50 , 0.50 , 0.25 , 0.33 , 0.19 , 0.35 , 0.08 , 0.26 , 0.08 
Other Income, 0.01 , 0.09 , 0.02 , -   , 0.01 , 0.06 , -   , 0.01 , -   , 0.02 , 0.02 , -   , -   
Depreciation, 0.45 , 0.39 , 0.39 , 0.37 , 0.33 , 0.32 , 0.52 , 0.17 , 0.14 , 0.15 , 0.11 , 0.11 , 0.11 
Interest, 0.30 , 0.09 , -   , -   , -   , 0.01 , 0.01 , 0.01 , -   , -   , -   , -   , -   
Profit before tax, 0.31 , 0.32 , 0.06 , 0.11 , 0.18 , 0.21 , (0.24), 0.16 , 0.05 , 0.21 , (0.01), 0.15 , (0.03)
Tax, -   , -   , -   , -   , -   , -   , -   , (0.01), (0.01), 0.01 , -   ,0%,0%
Net profit, 0.31 , 0.32 , 0.06 , 0.11 , 0.18 , 0.21 , (0.23), 0.18 , 0.07 , 0.21 , (0.02), 0.15 , (0.03)
EPS, 0.02 , 0.02 , 0.00 , 0.01 , 0.01 , 0.01 , (0.01), 0.01 , 0.00 , 0.01 , (0.00), 0.01 , (0.00)
Price to earning, 16.45 , 22.03 , 81.79 , 30.61 , 24.11 ,  ,  ,  , 281.72 , 66.08 , -   , 173.90 , -   
Price, 0.34 , 0.48 , 0.33 , 0.23 , 0.28 , -   , -   , -   , 1.27 , 0.90 , 0.80 , 1.63 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,23.65%,18.67%,12.00%,12.28%,13.93%,15.48%,10.20%,11.42%,8.12%,15.49%,3.90%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-7.23%,-6.06%,-8.84%,-2.65%,-3.42%,-2.65%,-8.84%
,,,,,,OPM,14.74%,12.58%,12.30%,11.62%,3.90%,11.62%,3.90%
,,,,,,Price to Earning, 74.68 , 100.63 , 173.90 , 173.90 , -   , 173.90 , -   
