A B M INTERNATIONAL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 53.48 , 78.98 , 100.03 , 101.93 , 175.95 , 167.15 , 155.95 , 108.90 , 142.10 , 88.61 , 94.88 , 94.88 , 72.32 
Expenses, 53.02 , 79.09 , 99.81 , 102.06 , 176.40 , 167.95 , 156.04 , 108.22 , 141.36 , 88.25 , 94.44 , 94.38 , 72.18 
Operating Profit, 0.46 , (0.11), 0.22 , (0.13), (0.45), (0.80), (0.09), 0.68 , 0.74 , 0.36 , 0.44 , 0.50 , 0.14 
Other Income, 0.22 , 3.17 , 0.60 , 0.72 , 1.69 , 1.66 , 1.59 , 0.81 , 0.70 , 0.25 , 0.35 , -   , -   
Depreciation, 0.11 , 0.10 , 0.12 , 0.11 , 0.10 , 0.09 , 0.21 , 0.20 , 0.24 , 0.23 , 0.20 , 0.20 , 0.20 
Interest, 0.03 , 0.02 , -   , -   , -   , 0.05 , 0.23 , 0.16 , 0.26 , 0.14 , 0.47 , 0.47 , 0.47 
Profit before tax, 0.54 , 2.94 , 0.70 , 0.48 , 1.14 , 0.72 , 1.06 , 1.15 , 0.93 , 0.23 , 0.12 , (0.17), (0.53)
Tax, 0.19 , 0.88 , 0.20 , 0.16 , 0.40 , 0.24 , 0.40 , 0.39 , 0.31 , 0.45 , 0.45 ,375%,375%
Net profit, 0.35 , 2.06 , 0.50 , 0.32 , 0.75 , 0.48 , 0.66 , 0.76 , 0.62 , (0.22), (0.32), 0.47 , 1.47 
EPS, 7.14 , 42.04 , 10.20 , 6.53 , 3.83 , 2.45 , 3.37 , 3.88 , 0.53 , (0.19), (0.27), 0.40 , 1.25 
Price to earning,  ,  ,  ,  ,  ,  ,  ,  , 184.24 , (181.48), -   , 184.24 , -   
Price, -   , -   , -   , -   , -   , -   , -   , -   , 97.13 , 33.95 , 13.45 , 74.39 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,14.29%,2.43%,10.00%,15.63%,6.67%,102.08%,0.00%,6.58%,0.00%,0.00%,,,
OPM,0.86%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%,0.62%,0.52%,0.41%,0.46%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,5.77%,-1.72%,-12.82%,-17.17%,7.08%,7.08%,-17.17%
,,,,,,OPM,0.21%,0.19%,0.27%,0.52%,0.46%,0.52%,0.19%
,,,,,,Price to Earning, 184.24 , 184.24 , 184.24 , 184.24 , -   , 184.24 , -   
