GRUH FINANCE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 34.65 , 34.73 , 35.16 , 35.30 , 35.70 , 36.03 , 72.68 , 72.74 , 72.91 , 73.14 
Reserves, 186.22 , 229.90 , 282.78 , 350.25 , 455.29 , 571.21 , 638.81 , 762.56 ," 1,040.30 "," 1,307.78 "
Borrowings," 2,245.15 "," 2,323.12 "," 2,962.15 "," 3,829.26 "," 4,911.48 "," 6,479.53 "," 8,207.19 "," 10,258.73 "," 12,055.49 "," 14,127.90 "
Other Liabilities, 71.76 , 80.81 , 111.13 , 123.22 , 199.68 , 158.66 , 285.36 , 376.62 , 449.29 , 497.22 
Total," 2,537.78 "," 2,668.56 "," 3,391.22 "," 4,338.03 "," 5,602.15 "," 7,245.43 "," 9,204.04 "," 11,470.65 "," 13,617.99 "," 16,006.04 "
,,,,,,,,,,
Net Block, 9.13 , 9.51 , 12.22 , 11.64 , 11.78 , 11.03 , 13.73 , 14.56 , 13.70 , 15.42 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 12.77 , 32.72 , 34.66 , 24.43 , 65.14 , 52.96 , 79.82 , 142.92 , 158.09 , 153.12 
Other Assets," 2,515.88 "," 2,626.33 "," 3,344.34 "," 4,301.96 "," 5,525.23 "," 7,181.44 "," 9,110.49 "," 11,313.17 "," 13,446.20 "," 15,837.50 "
Total," 2,537.78 "," 2,668.56 "," 3,391.22 "," 4,338.03 "," 5,602.15 "," 7,245.43 "," 9,204.04 "," 11,470.65 "," 13,617.99 "," 16,006.04 "
,,,,,,,,,,
Working Capital," 2,444.12 "," 2,545.52 "," 3,233.21 "," 4,178.74 "," 5,325.55 "," 7,022.78 "," 8,825.13 "," 10,936.55 "," 12,996.91 "," 15,340.28 "
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,23%,26%,29%,31%,30%,29%,29%,29%,27%,26%
Return on Capital Emp,,11%,11%,13%,13%,13%,12%,12%,11%,11%
,,,,,,,,,,
