ANDHRA SUGARS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 27.11 , 27.11 , 27.11 , 27.11 , 27.11 , 27.11 , 27.11 , 27.11 , 27.11 , 27.11 
Reserves, 298.86 , 350.22 , 369.42 , 441.10 , 497.34 , 536.52 , 528.01 , 666.29 , 814.21 , 854.33 
Borrowings, 313.64 , 210.17 , 308.28 , 308.04 , 243.40 , 281.54 , 326.30 , 266.18 , 340.58 , 250.31 
Other Liabilities, 280.86 , 270.82 , 285.24 , 333.72 , 350.19 , 373.37 , 318.09 , 253.98 , 309.10 , 298.97 
Total, 920.47 , 858.32 , 990.05 ," 1,109.97 "," 1,118.04 "," 1,218.54 "," 1,199.51 "," 1,213.56 "," 1,491.00 "," 1,430.72 "
,,,,,,,,,,
Net Block, 446.27 , 445.72 , 483.50 , 487.17 , 494.63 , 466.94 , 459.99 , 447.33 , 598.95 , 596.51 
Capital Work in Progress, 32.42 , 36.67 , 5.35 , 6.86 , 6.71 , 25.76 , 19.33 , 60.19 , 27.38 , 97.01 
Investments, 74.09 , 74.09 , 75.22 , 74.72 , 78.04 , 103.06 , 103.06 , 206.61 , 357.36 , 234.88 
Other Assets, 367.69 , 301.84 , 425.98 , 541.22 , 538.66 , 622.78 , 617.13 , 499.43 , 507.31 , 502.32 
Total, 920.47 , 858.32 , 990.05 ," 1,109.97 "," 1,118.04 "," 1,218.54 "," 1,199.51 "," 1,213.56 "," 1,491.00 "," 1,430.72 "
,,,,,,,,,,
Working Capital, 86.83 , 31.02 , 140.74 , 207.50 , 188.47 , 249.41 , 299.04 , 245.45 , 198.21 , 203.35 
Debtors, 57.56 , 44.20 , 52.43 , 90.52 , 90.94 , 91.00 , 97.22 , 90.75 , 93.90 , 127.19 
Inventory, 195.87 , 131.16 , 250.25 , 301.41 , 289.06 , 358.46 , 340.54 , 286.44 , 247.02 , 224.54 
,,,,,,,,,,
Debtor Days, 36.74 , 29.25 , 37.90 , 43.59 , 39.90 , 45.74 , 45.58 , 38.10 , 37.80 , 48.03 
Inventory Turnover, 2.92 , 4.21 , 2.02 , 2.51 , 2.88 , 2.03 , 2.29 , 3.03 , 3.67 , 4.30 
,,,,,,,,,,
Return on Equity,14%,18%,9%,20%,14%,10%,1%,7%,14%,11%
Return on Capital Emp,,20%,11%,21%,18%,12%,4%,11%,17%,15%
,,,,,,,,,,
