LIBERTY SHOES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 241.37 , 260.46 , 298.02 , 332.54 , 336.30 , 483.90 , 525.69 , 454.16 , 497.00 , 545.55 , 602.36 , 602.36 , 553.04 
Expenses, 216.16 , 235.68 , 273.06 , 303.21 , 308.97 , 443.19 , 482.01 , 411.08 , 457.66 , 505.48 , 560.88 , 553.06 , 514.96 
Operating Profit, 25.21 , 24.78 , 24.96 , 29.33 , 27.33 , 40.71 , 43.68 , 43.08 , 39.34 , 40.07 , 41.48 , 49.30 , 38.08 
Other Income, 1.22 , 0.31 , 0.14 , (2.98), 0.08 , 0.58 , (0.18), (0.81), 0.23 , (0.11), 0.27 , -   , -   
Depreciation, 6.59 , 6.79 , 6.81 , 7.39 , 8.05 , 11.07 , 12.42 , 13.50 , 13.59 , 13.46 , 13.47 , 13.47 , 13.47 
Interest, 12.56 , 8.99 , 8.21 , 11.73 , 12.30 , 16.07 , 16.07 , 16.39 , 15.82 , 15.61 , 14.81 , 14.81 , 14.81 
Profit before tax, 7.28 , 9.31 , 10.08 , 7.23 , 7.05 , 14.15 , 15.00 , 12.38 , 10.16 , 10.89 , 13.47 , 21.02 , 9.80 
Tax, (0.24), 0.11 , -   , (0.40), (0.13), 0.76 , (2.06), 2.17 , 3.62 , 4.29 , 6.63 ,49%,49%
Net profit, 7.52 , 9.20 , 10.08 , 7.63 , 7.17 , 13.39 , 17.06 , 10.21 , 6.54 , 6.60 , 6.84 , 10.67 , 4.98 
EPS, 4.41 , 5.40 , 5.92 , 4.48 , 4.21 , 7.86 , 10.01 , 5.99 , 3.84 , 3.87 , 4.01 , 6.26 , 2.92 
Price to earning, 9.85 , 19.40 , 16.02 , 21.79 , 21.05 , 21.02 , 25.86 , 28.89 , 45.22 , 58.61 , 35.35 , 42.02 , 27.55 
Price, 43.49 , 104.75 , 94.78 , 97.58 , 88.58 , 165.14 , 258.93 , 173.12 , 173.54 , 227.02 , 141.90 , 263.16 , 80.49 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,19.12%,15.01%,0.00%,0.00%,0.00%,,,
OPM,10.44%,9.51%,8.38%,8.82%,8.13%,8.41%,8.31%,9.49%,7.92%,7.34%,6.89%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,9.48%,9.02%,10.16%,1.24%,10.41%,10.41%,1.24%
,,,,,,OPM,8.52%,8.30%,8.25%,8.18%,6.89%,8.18%,6.89%
,,,,,,Price to Earning, 27.55 , 32.22 , 35.82 , 42.02 , 35.35 , 42.02 , 27.55 
