BAJAJ ELECTRICALS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,758.28 "," 2,218.14 "," 2,723.25 "," 3,076.92 "," 3,350.84 "," 4,002.37 "," 4,231.73 "," 4,590.29 "," 4,253.96 "," 4,696.54 "," 6,673.14 "," 6,673.14 "," 4,932.43 "
Expenses," 1,581.19 "," 1,975.20 "," 2,467.95 "," 2,846.61 "," 3,239.97 "," 3,920.32 "," 4,143.38 "," 4,326.05 "," 4,018.96 "," 4,418.37 "," 6,306.66 "," 6,290.02 "," 4,717.73 "
Operating Profit, 177.09 , 242.94 , 255.30 , 230.31 , 110.87 , 82.05 , 88.35 , 264.24 , 235.00 , 278.17 , 366.48 , 383.12 , 214.70 
Other Income, 12.49 , 3.37 , 10.71 , 14.37 , 41.53 , 15.02 , 24.29 , 48.08 , 35.59 , (31.80), 47.30 , -   , -   
Depreciation, 8.55 , 9.20 , 10.80 , 12.52 , 14.45 , 24.75 , 29.03 , 27.38 , 29.87 , 33.94 , 38.46 , 38.46 , 38.46 
Interest, 41.26 , 37.07 , 36.65 , 63.04 , 68.98 , 78.30 , 104.43 , 108.08 , 80.44 , 58.86 , 115.88 , 115.88 , 115.88 
Profit before tax, 139.77 , 200.04 , 218.56 , 175.95 , 68.98 , (5.97), (20.82), 176.87 , 168.04 , 164.47 , 259.44 , 228.78 , 60.36 
Tax, 50.64 , 82.94 , 74.77 , 58.07 , 17.77 , (0.65), (6.87), 66.52 , 60.38 , 80.85 , 92.37 ,36%,36%
Net profit, 89.13 , 117.10 , 143.79 , 117.88 , 51.21 , (5.31), (13.95), 110.35 , 107.66 , 83.62 , 167.07 , 147.33 , 38.87 
EPS, 10.31 , 12.00 , 14.55 , 11.83 , 5.13 , (0.53), (1.38), 10.93 , 10.63 , 8.20 , 16.32 , 14.39 , 3.80 
Price to earning, 4.00 , 18.25 , 18.36 , 16.90 , 33.12 , (531.59), (170.75), 19.77 , 32.78 , 77.28 , 32.97 , 40.70 , 28.16 
Price, 41.29 , 219.13 , 267.10 , 199.91 , 170.02 , 282.36 , 236.39 , 216.12 , 348.43 , 633.34 , 537.85 , 585.57 , 106.89 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,19.40%,19.99%,19.25%,23.67%,38.96%,0.00%,0.00%,25.62%,26.34%,42.72%,,,
OPM,10.07%,10.95%,9.37%,7.49%,3.31%,2.05%,2.09%,5.76%,5.52%,5.92%,5.49%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,11.53%,8.10%,6.99%,3.53%,42.09%,42.09%,3.53%
,,,,,,OPM,5.63%,4.57%,4.35%,5.74%,5.49%,5.74%,4.35%
,,,,,,Price to Earning, 28.16 , 35.47 , 40.70 , 40.70 , 32.97 , 40.70 , 28.16 
