DECCAN CEMENTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 7.00 , 7.00 , 7.00 , 7.00 , 7.00 , 7.00 , 7.00 , 7.00 , 7.00 , 7.00 
Reserves, 164.05 , 165.94 , 166.96 , 212.28 , 217.95 , 222.56 , 238.02 , 279.13 , 325.31 , 358.36 
Borrowings, 325.85 , 333.46 , 309.58 , 258.86 , 237.84 , 239.07 , 190.81 , 79.49 , 70.20 , 36.27 
Other Liabilities, 124.66 , 91.74 , 115.43 , 135.20 , 113.73 , 120.18 , 115.04 , 128.27 , 133.49 , 159.59 
Total, 621.56 , 598.14 , 598.97 , 613.34 , 576.52 , 588.81 , 550.87 , 493.89 , 536.00 , 561.22 
,,,,,,,,,,
Net Block, 396.44 , 436.80 , 426.97 , 404.89 , 395.63 , 373.06 , 356.01 , 342.23 , 377.01 , 363.01 
Capital Work in Progress, 87.37 , 58.42 , 33.04 , 34.54 , 35.00 , 35.15 , 32.96 , 34.04 , 0.09 , 4.43 
Investments, 0.11 , 0.11 , 0.09 , 0.09 , 0.09 , 0.09 , 0.09 , 0.09 , 0.05 , 0.06 
Other Assets, 137.64 , 102.81 , 138.87 , 173.82 , 145.80 , 180.51 , 161.81 , 117.53 , 158.85 , 193.72 
Total, 621.56 , 598.14 , 598.97 , 613.34 , 576.52 , 588.81 , 550.87 , 493.89 , 536.00 , 561.22 
,,,,,,,,,,
Working Capital, 12.98 , 11.07 , 23.44 , 38.62 , 32.07 , 60.33 , 46.77 , (10.74), 25.36 , 34.13 
Debtors, 2.54 , 10.97 , 19.23 , 13.12 , 9.77 , 27.11 , 29.75 , 8.15 , 10.69 , 13.41 
Inventory, 23.03 , 26.78 , 33.87 , 49.09 , 54.36 , 70.89 , 68.35 , 53.79 , 57.50 , 58.92 
,,,,,,,,,,
Debtor Days, 5.00 , 13.52 , 20.74 , 9.39 , 6.22 , 22.46 , 26.66 , 4.76 , 7.86 , 8.58 
Inventory Turnover, 8.05 , 11.06 , 9.99 , 10.38 , 10.55 , 6.21 , 5.96 , 11.63 , 8.63 , 9.68 
,,,,,,,,,,
Return on Equity,20%,3%,1%,22%,3%,2%,8%,16%,14%,11%
Return on Capital Emp,,11%,9%,20%,9%,7%,11%,24%,21%,17%
,,,,,,,,,,
