EVEREST INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 14.80 , 14.82 , 15.08 , 15.11 , 15.19 , 15.19 , 15.29 , 15.39 , 15.42 , 15.63 
Reserves, 136.53 , 158.88 , 193.42 , 234.40 , 274.59 , 279.33 , 304.42 , 332.06 , 324.86 , 381.34 
Borrowings, 189.20 , 128.18 , 110.79 , 81.04 , 173.44 , 243.18 , 300.78 , 255.72 , 198.02 , 83.85 
Other Liabilities, 120.92 , 138.11 , 162.85 , 193.70 , 238.04 , 293.63 , 333.10 , 326.25 , 309.81 , 322.00 
Total, 461.45 , 439.99 , 482.14 , 524.25 , 701.26 , 831.33 , 953.59 , 929.42 , 848.11 , 802.82 
,,,,,,,,,,
Net Block, 234.58 , 220.27 , 214.94 , 220.26 , 211.35 , 281.74 , 320.87 , 349.70 , 344.39 , 340.56 
Capital Work in Progress, 6.94 , 6.33 , 7.46 , 7.88 , 37.11 , 61.05 , 30.35 , 1.82 , 4.70 , 20.54 
Investments, 0.05 , 0.05 , 0.02 , 0.02 , 0.02 , 0.63 , 7.74 , 27.87 , 17.51 , 0.42 
Other Assets, 219.88 , 213.34 , 259.72 , 296.09 , 452.78 , 487.91 , 594.63 , 550.03 , 481.51 , 441.30 
Total, 461.45 , 439.99 , 482.14 , 524.25 , 701.26 , 831.33 , 953.59 , 929.42 , 848.11 , 802.82 
,,,,,,,,,,
Working Capital, 98.96 , 75.23 , 96.87 , 102.39 , 214.74 , 194.28 , 261.53 , 223.78 , 171.70 , 119.30 
Debtors, 23.84 , 23.19 , 32.14 , 41.70 , 52.35 , 80.71 , 104.31 , 113.11 , 98.95 , 66.05 
Inventory, 129.57 , 123.32 , 153.55 , 157.98 , 254.17 , 242.09 , 271.85 , 252.53 , 234.57 , 247.54 
,,,,,,,,,,
Debtor Days, 16.44 , 12.97 , 16.22 , 17.16 , 18.84 , 28.30 , 30.04 , 31.43 , 31.48 , 19.37 
Inventory Turnover, 4.09 , 5.29 , 4.71 , 5.61 , 3.99 , 4.30 , 4.66 , 5.20 , 4.89 , 5.03 
,,,,,,,,,,
Return on Equity,10%,17%,20%,21%,18%,3%,11%,10%,1%,13%
Return on Capital Emp,,16%,19%,24%,21%,5%,12%,12%,5%,14%
,,,,,,,,,,
