GENESYS INTERNATIONAL CORPORATION LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 83.18 , 62.06 , 94.85 , 95.99 , 113.75 , 75.12 , 60.27 , 46.96 , 76.68 , 118.89 , 118.79 , 184.34 , 119.94 
Expenses, 50.28 , 27.46 , 39.96 , 69.64 , 81.19 , 57.92 , 47.33 , 39.51 , 50.45 , 75.74 , 95.08 , 125.94 , 96.00 
Operating Profit, 32.90 , 34.60 , 54.89 , 26.35 , 32.56 , 17.20 , 12.94 , 7.45 , 26.23 , 43.15 , 23.71 , 58.39 , 23.94 
Other Income, 0.74 , 0.87 , (1.18), 3.86 , 5.00 , 2.86 , 2.34 , 5.83 , 3.49 , 4.47 , 3.88 , -   , -   
Depreciation, 2.20 , 1.75 , 6.55 , 11.51 , 12.12 , 9.61 , 8.27 , 7.05 , 6.56 , 6.55 , 9.79 , 9.79 , 9.79 
Interest, 0.62 , 0.15 , 0.24 , 0.30 , 1.71 , 1.85 , 1.87 , 1.64 , 1.99 , 2.41 , 2.57 , 2.57 , 2.57 
Profit before tax, 30.82 , 33.57 , 46.92 , 18.40 , 23.72 , 8.60 , 5.15 , 4.60 , 21.18 , 38.67 , 15.23 , 46.03 , 11.58 
Tax, (0.37), 4.83 , (0.29), 1.95 , 3.09 , 1.76 , 0.56 , 0.29 , (1.88), 7.66 , 2.96 ,19%,19%
Net profit, 31.19 , 28.74 , 47.21 , 16.45 , 20.62 , 6.84 , 4.58 , 4.31 , 23.05 , 31.00 , 12.30 , 37.09 , 9.33 
EPS, 10.45 , 9.63 , 15.82 , 5.51 , 6.91 , 2.29 , 1.50 , 1.42 , 7.53 , 10.02 , 3.95 , 11.92 , 3.00 
Price to earning, 3.03 , 16.72 , 11.61 , 31.83 , 14.07 , 34.16 , 40.20 , 37.13 , 23.63 , 28.17 , 24.06 , 28.25 , 24.06 
Price, 31.68 , 160.97 , 183.63 , 175.42 , 97.23 , 78.29 , 60.46 , 52.56 , 177.98 , 282.17 , 95.10 , 336.70 , 72.13 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,9.55%,12.98%,7.90%,22.67%,3.64%,5.41%,8.30%,8.82%,1.65%,1.26%,,,
OPM,39.55%,55.75%,57.87%,27.45%,28.62%,22.90%,21.47%,15.86%,34.21%,36.29%,19.96%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,4.05%,3.28%,0.89%,25.41%,55.05%,55.05%,0.89%
,,,,,,OPM,34.83%,28.23%,28.30%,31.68%,19.96%,31.68%,19.96%
,,,,,,Price to Earning, 24.06 , 29.16 , 31.22 , 28.25 , 24.06 , 28.25 , 24.06 
