EUROTEX INDUSTRIES AND EXPORTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 8.74 , 8.74 , 8.74 , 8.74 , 8.74 , 8.74 , 8.74 , 8.74 , 8.74 , 8.74 
Reserves, 42.20 , 43.94 , 49.39 , 57.45 , 55.58 , 60.57 , 55.65 , 50.27 , 47.34 , 32.86 
Borrowings, 100.26 , 100.73 , 96.51 , 72.55 , 77.53 , 64.26 , 58.75 , 41.80 , 46.53 , 52.56 
Other Liabilities, 48.71 , 39.41 , 52.55 , 52.02 , 51.44 , 59.60 , 44.33 , 40.23 , 65.70 , 59.97 
Total, 199.91 , 192.82 , 207.19 , 190.76 , 193.29 , 193.17 , 167.47 , 141.04 , 168.31 , 154.13 
,,,,,,,,,,
Net Block, 118.36 , 108.58 , 98.58 , 85.60 , 78.41 , 75.80 , 73.07 , 69.29 , 65.40 , 61.31 
Capital Work in Progress, 0.32 , 0.40 , 0.04 , 0.43 , 0.01 , 1.66 , 0.05 , 0.05 , 0.05 , -   
Investments, 3.18 , 3.18 , 3.18 , 3.18 , 3.18 , 3.18 , 3.18 , 3.18 , 13.83 , 13.22 
Other Assets, 78.05 , 80.66 , 105.39 , 101.55 , 111.69 , 112.53 , 91.17 , 68.52 , 89.03 , 79.60 
Total, 199.91 , 192.82 , 207.19 , 190.76 , 193.29 , 193.17 , 167.47 , 141.04 , 168.31 , 154.13 
,,,,,,,,,,
Working Capital, 29.34 , 41.25 , 52.84 , 49.53 , 60.25 , 52.93 , 46.84 , 28.29 , 23.33 , 19.63 
Debtors, 6.51 , 5.18 , 9.85 , 19.82 , 15.83 , 15.66 , 11.71 , 9.08 , 12.95 , 10.82 
Inventory, 52.36 , 54.88 , 76.95 , 60.09 , 76.29 , 74.30 , 61.01 , 43.54 , 61.86 , 54.85 
,,,,,,,,,,
Debtor Days, 19.10 , 10.80 , 16.98 , 28.09 , 20.41 , 16.60 , 15.23 , 14.17 , 25.06 , 15.67 
Inventory Turnover, 2.38 , 3.19 , 2.75 , 4.29 , 3.71 , 4.63 , 4.60 , 5.37 , 3.05 , 4.60 
,,,,,,,,,,
Return on Equity,-28%,4%,10%,13%,-3%,8%,-5%,-9%,-21%,-34%
Return on Capital Emp,,8%,11%,13%,7%,15%,6%,2%,-4%,-8%
,,,,,,,,,,
