IFB AGRO INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 276.18 , 270.97 , 449.98 , 584.63 , 462.32 , 506.89 , 584.25 , 621.31 , 839.94 , 889.09 , 951.38 ," 1,022.65 ", 955.74 
Expenses, 256.14 , 277.89 , 414.67 , 535.55 , 414.57 , 461.67 , 554.64 , 568.86 , 788.68 , 830.98 , 905.01 , 952.24 , 909.16 
Operating Profit, 20.04 , (6.92), 35.31 , 49.08 , 47.75 , 45.22 , 29.61 , 52.45 , 51.26 , 58.11 , 46.37 , 70.41 , 46.58 
Other Income, 8.43 , 24.31 , 0.96 , 2.09 , 2.97 , 24.65 , 15.09 , 6.72 , 11.76 , 9.73 , 12.78 , -   , -   
Depreciation, 6.60 , 9.12 , 8.21 , 12.64 , 11.23 , 9.30 , 18.62 , 21.70 , 20.33 , 21.44 , 18.69 , 18.69 , 18.69 
Interest, 2.12 , 1.77 , 1.84 , 0.36 , 0.38 , 0.37 , 0.17 , 1.36 , 1.54 , 2.58 , 2.52 , 2.52 , 2.52 
Profit before tax, 19.75 , 6.50 , 26.22 , 38.17 , 39.11 , 60.22 , 25.91 , 36.12 , 41.15 , 43.83 , 37.94 , 49.20 , 25.37 
Tax, 6.70 , 2.08 , 8.40 , 11.62 , 12.90 , 18.54 , 10.33 , 6.79 , 8.47 , 12.26 , 4.73 ,12%,12%
Net profit, 13.05 , 4.42 , 17.82 , 26.55 , 26.20 , 41.68 , 15.57 , 29.33 , 32.68 , 31.57 , 33.20 , 43.07 , 22.21 
EPS, 16.30 , 5.52 , 22.26 , 33.16 , 29.09 , 44.50 , 16.62 , 31.31 , 34.89 , 33.70 , 35.43 , 45.96 , 23.70 
Price to earning, 3.29 , 16.43 , 3.47 , 6.07 , 5.68 , 4.26 , 16.27 , 12.89 , 12.75 , 22.90 , 12.21 , 15.19 , 10.57 
Price, 53.60 , 90.69 , 77.27 , 201.22 , 165.39 , 189.53 , 270.52 , 403.48 , 444.88 , 771.86 , 432.45 , 697.97 , 250.43 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,7.26%,0.00%,7.85%,8.40%,10.33%,8.92%,5.07%,8.44%,6.10%,6.54%,4.87%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.87%,10.22%,13.97%,15.02%,7.01%,15.02%,7.01%
,,,,,,OPM,7.09%,7.43%,6.88%,6.88%,4.87%,6.88%,4.87%
,,,,,,Price to Earning, 10.57 , 11.63 , 13.55 , 15.19 , 12.21 , 15.19 , 10.57 
