APL APOLLO TUBES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 388.52 , 377.87 , 589.18 ," 1,077.54 "," 1,608.61 "," 2,006.91 "," 2,067.03 "," 2,949.43 "," 3,106.34 "," 4,335.80 "," 5,868.47 "," 6,051.87 "," 5,622.97 "
Expenses, 374.10 , 348.13 , 532.78 ," 1,005.90 "," 1,514.82 "," 1,913.56 "," 1,973.28 "," 2,836.34 "," 2,888.38 "," 4,103.94 "," 5,581.13 "," 5,724.04 "," 5,347.65 "
Operating Profit, 14.42 , 29.74 , 56.40 , 71.64 , 93.79 , 93.35 , 93.75 , 113.09 , 217.96 , 231.86 , 287.34 , 327.83 , 275.32 
Other Income, 3.42 , 10.56 , 1.63 , 0.16 , 0.66 , 2.02 , 12.65 , (3.93), 4.14 , 35.09 , 42.48 , -   , -   
Depreciation, 1.28 , 2.48 , 4.72 , 5.55 , 7.88 , 9.87 , 12.01 , 18.67 , 39.77 , 43.98 , 53.14 , 53.14 , 53.14 
Interest, 13.36 , 12.18 , 15.85 , 23.23 , 32.01 , 46.22 , 50.16 , 48.73 , 62.78 , 70.44 , 101.35 , 101.35 , 101.35 
Profit before tax, 3.20 , 25.77 , 37.51 , 43.02 , 54.56 , 39.29 , 44.23 , 41.76 , 123.43 , 155.95 , 175.33 , 173.34 , 120.83 
Tax, 3.14 , 8.53 , 12.13 , 14.27 , 19.91 , 13.10 , 12.78 , 10.93 , 35.11 , 43.26 , 48.96 ,28%,28%
Net profit, 0.06 , 17.24 , 25.38 , 28.75 , 34.66 , 26.19 , 31.45 , 30.83 , 88.32 , 112.69 , 126.37 , 124.93 , 87.09 
EPS, 0.03 , 8.49 , 12.50 , 13.50 , 15.53 , 11.17 , 13.42 , 13.15 , 37.44 , 47.49 , 52.11 , 51.52 , 35.91 
Price to earning," 1,729.07 ", 13.96 , 10.95 , 13.73 , 10.82 , 18.89 , 32.38 , 57.91 , 33.58 , 45.03 , 31.64 , 42.04 , 30.50 
Price, 51.11 , 118.58 , 136.88 , 185.33 , 167.96 , 211.05 , 434.44 , 761.73 ," 1,257.37 "," 2,138.49 "," 1,648.95 "," 2,165.97 "," 1,095.24 "
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,23.55%,16.00%,14.82%,32.20%,44.75%,44.71%,76.03%,32.05%,29.48%,,,
OPM,3.71%,7.87%,9.57%,6.65%,5.83%,4.65%,4.54%,3.83%,7.02%,5.35%,4.90%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,30.74%,32.99%,21.93%,28.01%,39.58%,39.58%,21.93%
,,,,,,OPM,5.49%,5.34%,5.18%,5.42%,4.90%,5.42%,4.90%
,,,,,,Price to Earning, 181.63 , 30.50 , 36.57 , 42.04 , 31.64 , 42.04 , 30.50 
