ANDHRA BANK,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 485.00 , 485.00 , 559.58 , 559.58 , 559.58 , 589.61 , 602.85 , 681.16 , 681.16 ," 1,198.83 "
Reserves," 3,161.99 "," 3,925.04 "," 5,932.84 "," 6,919.81 "," 7,881.60 "," 8,147.84 "," 9,461.24 "," 10,313.23 "," 10,685.50 "," 9,619.45 "
Borrowings," 62,741.25 "," 83,540.65 "," 99,796.02 "," 1,14,091.78 "," 1,34,914.92 "," 1,55,030.21 "," 1,70,319.46 "," 1,84,017.99 "," 2,04,296.43 "," 2,26,339.53 "
Other Liabilities," 2,140.97 "," 2,480.12 "," 2,820.80 "," 3,007.06 "," 2,970.69 "," 3,624.25 "," 4,787.14 "," 5,547.33 "," 7,436.29 "," 5,013.56 "
Total," 68,529.21 "," 90,430.81 "," 1,09,109.24 "," 1,24,578.23 "," 1,46,326.79 "," 1,67,391.91 "," 1,85,170.69 "," 2,00,559.71 "," 2,23,099.38 "," 2,42,171.37 "
,,,,,,,,,,
Net Block, 322.59 , 337.61 , 295.83 , 299.99 , 299.34 , 391.17 ," 1,221.50 "," 1,305.88 "," 1,485.00 "," 1,465.34 "
Capital Work in Progress, 12.70 , 18.05 , 21.67 , 2.56 , 4.14 , 42.75 , 42.07 , 62.57 , 45.70 , 7.95 
Investments," 16,911.11 "," 20,881.00 "," 24,204.00 "," 29,628.90 "," 37,632.40 "," 45,356.62 "," 45,808.21 "," 53,864.19 "," 59,697.49 "," 64,770.30 "
Other Assets," 51,282.81 "," 69,194.15 "," 84,587.74 "," 94,646.78 "," 1,08,390.91 "," 1,21,601.37 "," 1,38,098.91 "," 1,45,327.07 "," 1,61,871.19 "," 1,75,927.78 "
Total," 68,529.21 "," 90,430.81 "," 1,09,109.24 "," 1,24,578.23 "," 1,46,326.79 "," 1,67,391.91 "," 1,85,170.69 "," 2,00,559.71 "," 2,23,099.38 "," 2,42,171.37 "
,,,,,,,,,,
Working Capital," 49,141.84 "," 66,714.03 "," 81,766.94 "," 91,639.72 "," 1,05,420.22 "," 1,17,977.12 "," 1,33,311.77 "," 1,39,779.74 "," 1,54,434.90 "," 1,70,914.22 "
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,18%,24%,20%,18%,15%,5%,6%,5%,2%,-32%
Return on Capital Emp,,7%,7%,8%,8%,7%,8%,7%,6%,3%
,,,,,,,,,,
