DHARANI SUGARS & CHEMICALS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 222.61 , 578.31 , 840.79 , 614.70 , 578.34 , 524.11 , 363.58 , 364.00 , 509.13 , 481.50 , 281.14 , 528.76 , 459.98 
Expenses, 168.75 , 470.58 , 761.28 , 530.38 , 485.83 , 474.88 , 374.19 , 324.48 , 434.80 , 481.68 , 336.38 , 484.32 , 459.98 
Operating Profit, 53.86 , 107.73 , 79.51 , 84.32 , 92.51 , 49.23 , (10.61), 39.52 , 74.33 , (0.18), (55.24), 44.44 , -   
Other Income, 0.53 , 14.31 , 2.21 , 1.38 , 2.14 , 1.97 , 17.79 , 8.51 , 8.25 , 16.71 , 14.11 , -   , -   
Depreciation, 6.99 , 13.98 , 21.46 , 20.75 , 24.02 , 28.69 , 21.20 , 23.00 , 22.88 , 22.58 , 22.83 , 22.83 , 22.83 
Interest, 22.56 , 33.27 , 58.17 , 48.75 , 53.63 , 65.47 , 66.50 , 67.63 , 75.25 , 78.64 , 75.68 , 75.68 , 75.68 
Profit before tax, 24.84 , 74.79 , 2.09 , 16.20 , 17.01 , (42.96), (80.55), (42.59), (15.55), (84.69), (139.64), (54.07), (98.51)
Tax, 14.78 , 29.16 , (1.50), 5.95 , 4.80 , (9.17), (6.39), (30.60), 1.87 , 0.69 , 18.99 ,0%,0%
Net profit, 10.06 , 45.63 , 3.59 , 10.25 , 12.21 , (33.79), (74.16), (11.99), (17.42), (85.38), (158.64), (54.07), (98.51)
EPS, 3.96 , 17.97 , 1.22 , 3.49 , 4.15 , (11.50), (25.23), (4.08), (5.25), (25.72), (47.78), (16.29), (29.67)
Price to earning, 6.37 , 2.71 , 29.16 , 7.29 , 6.94 , (2.05), (0.57), (7.49), (5.85), (0.77), -   , -   , -   
Price, 25.24 , 48.64 , 35.62 , 25.44 , 28.83 , 23.52 , 14.48 , 30.55 , 30.70 , 19.91 , 11.40 , -   , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,25.25%,8.35%,0.00%,28.68%,24.08%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,24.19%,18.63%,9.46%,13.72%,16.00%,9.39%,0.00%,10.86%,14.60%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.95%,-7.65%,-3.60%,9.82%,-5.43%,9.82%,-7.65%
,,,,,,OPM,11.44%,9.89%,7.27%,8.40%,0.00%,8.40%,0.00%
,,,,,,Price to Earning, 10.49 , 7.12 ,  ,  , -   , -   , -   
