EDUCOMP SOLUTIONS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-07,Mar-08,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16
Equity Share Capital, 15.99 , 17.25 , 17.29 , 19.00 , 19.11 , 19.21 , 24.48 , 24.49 , 24.49 , 24.49 
Reserves, 98.71 , 269.57 , 392.25 ," 1,190.31 "," 1,606.51 "," 1,791.12 "," 1,960.89 "," 1,652.04 ", 464.76 , 105.86 
Borrowings, 124.69 , 367.24 , 522.71 , 591.42 , 671.37 , 949.44 ," 1,128.33 "," 1,984.04 "," 2,514.32 "," 2,537.58 "
Other Liabilities, 37.85 , 79.72 , 218.44 , 338.00 , 285.08 , 384.81 , 478.37 , 330.64 , 399.53 , 433.89 
Total, 277.24 , 733.78 ," 1,150.69 "," 2,138.73 "," 2,582.07 "," 3,144.58 "," 3,592.07 "," 3,991.21 "," 3,403.10 "," 3,101.82 "
,,,,,,,,,,
Net Block, 71.80 , 211.35 , 395.42 , 125.29 , 128.06 , 139.82 , 133.09 , 105.55 , 83.80 , 62.49 
Capital Work in Progress, 7.59 , 20.08 , 24.50 , 7.51 , 3.60 , 0.04 , 3.83 , 8.56 , 3.87 , 2.20 
Investments, 28.11 , 70.97 , 206.71 , 786.65 ," 1,374.35 "," 1,622.26 "," 1,684.40 "," 1,693.84 "," 1,693.84 "," 1,713.20 "
Other Assets, 169.74 , 431.38 , 524.06 ," 1,219.28 "," 1,076.06 "," 1,382.46 "," 1,770.75 "," 2,183.26 "," 1,621.59 "," 1,323.93 "
Total, 277.24 , 733.78 ," 1,150.69 "," 2,138.73 "," 2,582.07 "," 3,144.58 "," 3,592.07 "," 3,991.21 "," 3,403.10 "," 3,101.82 "
,,,,,,,,,,
Working Capital, 131.89 , 351.66 , 305.62 , 881.28 , 790.98 , 997.65 ," 1,292.38 "," 1,852.62 "," 1,222.06 ", 890.04 
Debtors, 49.35 , 114.46 , 266.16 , 501.80 , 506.99 , 865.05 ," 1,303.59 "," 1,846.83 "," 1,356.85 "," 1,166.24 "
Inventory, 3.25 , 1.41 , 28.84 , 29.12 , 36.14 , 77.15 , 51.52 , 59.15 , 30.91 , 16.29 
,,,,,,,,,,
Debtor Days, 169.02 , 159.40 , 193.84 , 220.08 , 181.31 , 293.30 , 649.03 ," 2,387.86 "," 2,498.99 "," 2,117.90 "
Inventory Turnover, 32.79 , 185.89 , 17.38 , 28.58 , 28.24 , 13.95 , 14.23 , 4.77 , 6.41 , 12.34 
,,,,,,,,,,
Return on Equity,25%,24%,32%,18%,24%,10%,-2%,-19%,-238%,-263%
Return on Capital Emp,,24%,27%,30%,25%,13%,3%,-6%,-28%,-4%
,,,,,,,,,,
