8K MILES SOFTWARE SERVICES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, -   , -   , -   , 4.88 , (4.80), 1.30 , 1.37 , 10.54 , 3.76 , (9.30)
Cash from Investing Activity, -   , -   , -   , (1.03), (1.65), (1.27), (11.27), (28.62), (43.56), (26.44)
Cash from Financing Activity, -   , -   , -   , (1.55), 4.15 , (0.03), 14.99 , 16.01 , 41.66 , 31.00 
Net Cash Flow, -   , -   , -   , 2.30 , (2.30), -   , 5.08 , (2.07), 1.87 , (4.74)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
