COLGATE-PALMOLIVE (INDIA) LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,694.19 "," 1,962.19 "," 2,284.91 "," 2,693.19 "," 3,163.81 "," 3,578.81 "," 3,981.94 "," 3,868.19 "," 3,981.82 "," 4,187.97 "," 4,462.43 "," 4,462.43 "," 4,263.64 "
Expenses," 1,433.21 "," 1,537.05 "," 1,771.50 "," 2,114.71 "," 2,505.25 "," 2,914.80 "," 3,159.42 "," 2,928.67 "," 3,038.26 "," 3,075.43 "," 3,226.37 "," 3,226.37 "," 3,324.10 "
Operating Profit, 260.98 , 425.14 , 513.41 , 578.48 , 658.56 , 664.01 , 822.52 , 939.52 , 943.56 ," 1,112.54 "," 1,236.06 "," 1,236.06 ", 939.55 
Other Income, 107.76 , 98.46 , 41.18 , 50.69 , 48.17 , 114.70 , 32.89 , 7.17 , 41.12 , 27.00 , 68.17 , -   , -   
Depreciation, 22.95 , 37.57 , 34.25 , 39.31 , 43.70 , 50.75 , 75.02 , 111.41 , 133.24 , 156.51 , 159.17 , 159.17 , 159.17 
Interest, 1.10 , 1.50 , 1.61 , 1.51 , -   , -   , -   , -   , -   , -   , 2.50 , 2.50 , 2.50 
Profit before tax, 345.31 , 484.80 , 519.94 , 588.39 , 663.03 , 727.96 , 780.39 , 835.28 , 851.43 , 983.03 ," 1,142.56 "," 1,074.39 ", 777.88 
Tax, 55.09 , 61.54 , 117.36 , 141.92 , 166.27 , 188.09 , 221.41 , 254.11 , 274.00 , 309.66 , 366.99 ,32%,32%
Net profit, 290.22 , 423.26 , 402.58 , 446.47 , 496.75 , 539.87 , 558.98 , 581.17 , 577.43 , 673.37 , 775.57 , 729.30 , 528.02 
EPS, 10.67 , 15.56 , 14.80 , 16.42 , 18.26 , 19.85 , 20.55 , 21.37 , 21.23 , 24.76 , 28.52 , 26.81 , 19.41 
Price to earning, 21.64 , 23.15 , 29.44 , 34.43 , 36.96 , 35.59 , 49.97 , 39.17 , 47.85 , 44.36 , 41.39 , 43.19 , 36.72 
Price, 230.91 , 360.24 , 435.72 , 565.19 , 675.09 , 706.44 ," 1,027.03 ", 836.98 ," 1,015.87 "," 1,098.18 "," 1,180.15 "," 1,158.12 ", 712.92 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,70.29%,64.26%,74.32%,76.15%,76.66%,68.02%,58.39%,46.80%,47.11%,96.95%,,,
OPM,15.40%,21.67%,22.47%,21.48%,20.82%,18.55%,20.66%,24.29%,23.70%,26.57%,27.70%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,10.58%,9.04%,5.77%,1.70%,6.55%,6.55%,1.70%
,,,,,,OPM,22.04%,22.47%,22.87%,24.88%,27.70%,27.70%,22.04%
,,,,,,Price to Earning, 36.72 , 41.22 , 43.05 , 43.19 , 41.39 , 43.19 , 36.72 
