IDBI BANK LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 724.78 , 724.86 , 984.57 ," 1,278.38 "," 1,332.75 "," 1,603.94 "," 1,603.96 "," 2,058.82 "," 2,058.82 "," 3,083.86 "
Reserves," 8,697.36 "," 9,438.40 "," 13,582.02 "," 18,148.68 "," 19,902.51 "," 22,034.92 "," 22,712.96 "," 25,662.97 "," 20,504.83 "," 18,125.87 "
Borrowings," 1,56,818.05 "," 2,15,376.56 "," 2,32,055.44 "," 2,63,970.20 "," 2,92,925.34 "," 2,95,919.92 "," 3,21,668.43 "," 3,36,311.47 "," 3,24,902.08 "," 3,11,117.14 "
Other Liabilities," 6,314.04 "," 8,229.40 "," 6,991.78 "," 6,965.44 "," 8,656.86 "," 9,848.89 "," 10,654.62 "," 11,353.57 "," 14,905.72 "," 18,492.95 "
Total," 1,72,554.23 "," 2,33,769.22 "," 2,53,613.81 "," 2,90,362.70 "," 3,22,817.46 "," 3,29,407.67 "," 3,56,639.97 "," 3,75,386.83 "," 3,62,371.45 "," 3,50,819.82 "
,,,,,,,,,,
Net Block," 2,746.55 "," 2,834.93 "," 2,969.28 "," 2,994.31 "," 2,908.56 "," 2,963.06 "," 3,011.30 "," 7,023.13 "," 6,808.94 "," 6,269.10 "
Capital Work in Progress, 77.56 , 162.03 , 68.06 , 24.50 , 16.72 , 20.14 , 49.20 , 424.19 , 539.85 , 501.89 
Investments," 50,047.60 "," 73,345.46 "," 68,269.18 "," 83,175.36 "," 98,800.93 "," 1,03,773.50 "," 97,700.88 "," 92,997.14 "," 92,934.41 "," 91,606.06 "
Other Assets," 1,19,682.52 "," 1,57,426.80 "," 1,82,307.29 "," 2,04,168.53 "," 2,21,091.25 "," 2,22,650.97 "," 2,55,878.59 "," 2,74,942.37 "," 2,62,088.25 "," 2,52,442.77 "
Total," 1,72,554.23 "," 2,33,769.22 "," 2,53,613.81 "," 2,90,362.70 "," 3,22,817.46 "," 3,29,407.67 "," 3,56,639.97 "," 3,75,386.83 "," 3,62,371.45 "," 3,50,819.82 "
,,,,,,,,,,
Working Capital," 1,13,368.48 "," 1,49,197.40 "," 1,75,315.51 "," 1,97,203.09 "," 2,12,434.39 "," 2,12,802.08 "," 2,45,223.97 "," 2,63,588.80 "," 2,47,182.53 "," 2,33,949.82 "
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,9%,10%,11%,10%,9%,5%,4%,-13%,-23%,-39%
Return on Capital Emp,,7%,7%,8%,7%,7%,7%,5%,4%,1%
,,,,,,,,,,
