INDIA GLYCOLS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 962.36 ," 1,109.24 "," 1,632.66 "," 2,624.09 "," 3,333.83 "," 2,885.00 "," 2,557.41 "," 2,322.23 "," 2,473.41 "," 3,027.77 "," 3,356.02 "," 3,706.38 "," 2,963.75 "
Expenses, 967.74 ," 1,042.59 "," 1,440.86 "," 2,285.26 "," 2,966.38 "," 2,689.55 "," 2,427.26 "," 2,140.02 "," 2,236.89 "," 2,702.71 "," 2,936.39 "," 3,242.94 "," 2,724.84 "
Operating Profit, (5.38), 66.65 , 191.80 , 338.83 , 367.45 , 195.45 , 130.15 , 182.21 , 236.52 , 325.06 , 419.63 , 463.44 , 238.92 
Other Income, (21.03), 88.81 , 10.87 , 8.78 , 12.70 , (148.87), (7.95), (50.00), 6.93 , 9.82 , 16.62 , -   , -   
Depreciation, 56.73 , 59.07 , 68.61 , 77.53 , 82.43 , 82.84 , 81.16 , 65.16 , 67.68 , 68.73 , 71.88 , 71.88 , 71.88 
Interest, 54.11 , 65.29 , 97.30 , 113.20 , 132.72 , 133.53 , 157.70 , 133.06 , 121.81 , 117.61 , 135.66 , 135.66 , 135.66 
Profit before tax, (137.25), 31.10 , 36.76 , 156.88 , 165.00 , (169.79), (116.65), (66.00), 53.96 , 148.55 , 228.71 , 255.90 , 31.38 
Tax, (45.36), 11.10 , 11.14 , 52.29 , 44.06 , (50.25), (55.31), (23.68), 9.44 , 50.46 , 80.50 ,35%,35%
Net profit, (91.89), 20.00 , 25.62 , 104.59 , 120.94 , (119.54), (61.34), (42.31), 44.52 , 98.08 , 148.21 , 165.83 , 20.33 
EPS, (32.96), 7.17 , 9.19 , 37.51 , 39.06 , (38.61), (19.81), (13.67), 14.38 , 31.68 , 47.87 , 53.56 , 6.57 
Price to earning, (1.84), 19.60 , 14.46 , 3.74 , 3.44 , (2.64), (4.76), (6.41), 11.80 , 17.06 , 5.76 , 11.54 , 5.76 
Price, 60.78 , 140.58 , 132.90 , 140.34 , 134.27 , 101.84 , 94.32 , 87.63 , 169.73 , 540.36 , 275.50 , 618.05 , 37.79 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,20.90%,16.32%,7.99%,15.36%,0.00%,0.00%,0.00%,6.96%,12.62%,,,
OPM,0.00%,6.01%,11.75%,12.91%,11.02%,6.77%,5.09%,7.85%,9.56%,10.74%,12.50%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.58%,9.22%,-1.91%,5.79%,22.41%,22.41%,-1.91%
,,,,,,OPM,8.87%,9.24%,8.06%,9.51%,12.50%,12.50%,8.06%
,,,,,,Price to Earning, 10.84 , 8.36 , 11.54 , 11.54 , 5.76 , 11.54 , 5.76 
