GARWARE TECHNICAL FIBRES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 23.71 , 23.71 , 23.71 , 23.71 , 23.71 , 21.97 , 21.88 , 21.88 , 21.88 , 21.88 
Reserves, 181.07 , 193.51 , 211.04 , 226.71 , 242.98 , 252.92 , 288.13 , 342.89 , 423.71 , 514.11 
Borrowings, 105.74 , 86.52 , 116.21 , 140.33 , 110.43 , 71.33 , 39.72 , 45.02 , 86.09 , 138.39 
Other Liabilities, 132.88 , 175.35 , 179.30 , 184.03 , 186.12 , 253.26 , 350.25 , 413.26 , 312.51 , 313.38 
Total, 443.40 , 479.09 , 530.26 , 574.78 , 563.24 , 599.48 , 699.98 , 823.05 , 844.19 , 987.76 
,,,,,,,,,,
Net Block, 123.90 , 142.69 , 150.33 , 166.51 , 154.14 , 152.69 , 165.84 , 199.24 , 203.03 , 221.23 
Capital Work in Progress, 8.82 , 1.43 , 5.42 , 3.34 , 0.35 , 7.44 , 6.77 , 0.20 , 0.31 , -   
Investments, 17.63 , 16.98 , 8.92 , 9.12 , 9.17 , 9.33 , 9.04 , 8.93 , 111.22 , 244.69 
Other Assets, 293.05 , 317.99 , 365.59 , 395.81 , 399.58 , 430.02 , 518.33 , 614.68 , 529.63 , 521.84 
Total, 443.40 , 479.09 , 530.26 , 574.78 , 563.24 , 599.48 , 699.98 , 823.05 , 844.19 , 987.76 
,,,,,,,,,,
Working Capital, 160.17 , 142.64 , 186.29 , 211.78 , 213.46 , 176.76 , 168.08 , 201.42 , 217.12 , 208.46 
Debtors, 116.49 , 126.49 , 134.20 , 149.56 , 140.37 , 142.54 , 182.08 , 212.40 , 197.77 , 219.06 
Inventory, 84.09 , 93.83 , 137.66 , 123.43 , 121.79 , 126.83 , 137.20 , 125.46 , 140.96 , 164.18 
,,,,,,,,,,
Debtor Days, 101.40 , 108.47 , 102.72 , 97.25 , 85.48 , 76.00 , 84.96 , 93.99 , 85.34 , 90.39 
Inventory Turnover, 4.99 , 4.54 , 3.46 , 4.55 , 4.92 , 5.40 , 5.70 , 6.57 , 6.00 , 5.39 
,,,,,,,,,,
Return on Equity,8%,9%,10%,10%,9%,10%,14%,17%,19%,20%
Return on Capital Emp,,12%,12%,12%,12%,14%,20%,25%,28%,27%
,,,,,,,,,,
