JAGRAN PRAKASHAN LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 60.23 , 60.23 , 63.25 , 63.25 , 66.38 , 65.38 , 65.38 , 65.38 , 65.38 , 62.28 
Reserves, 499.69 , 552.26 , 637.13 , 688.12 , 853.24 , 885.69 , 968.01 ," 1,281.28 "," 1,604.85 "," 1,459.03 "
Borrowings, 141.46 , 121.36 , 179.91 , 332.40 , 496.78 , 478.10 , 731.46 , 378.49 , 156.37 , 91.26 
Other Liabilities, 215.85 , 247.92 , 336.63 , 366.24 , 364.28 , 448.48 , 454.26 , 306.39 , 393.34 , 437.78 
Total, 917.23 , 981.77 ," 1,216.92 "," 1,450.01 "," 1,780.68 "," 1,877.65 "," 2,219.11 "," 2,031.54 "," 2,219.94 "," 2,050.35 "
,,,,,,,,,,
Net Block, 328.24 , 369.03 , 441.87 , 505.50 , 503.55 , 507.33 , 498.42 , 703.54 , 714.98 , 739.89 
Capital Work in Progress, 70.72 , 25.05 , 52.45 , 60.53 , 131.07 , 113.69 , 72.22 , 79.32 , 75.88 , 12.08 
Investments, 156.80 , 166.59 , 231.60 , 291.58 , 476.55 , 596.37 , 629.59 , 676.93 , 757.15 , 601.30 
Other Assets, 361.47 , 421.10 , 491.00 , 592.40 , 669.51 , 660.26 ," 1,018.88 ", 571.75 , 671.93 , 697.08 
Total, 917.23 , 981.77 ," 1,216.92 "," 1,450.01 "," 1,780.68 "," 1,877.65 "," 2,219.11 "," 2,031.54 "," 2,219.94 "," 2,050.35 "
,,,,,,,,,,
Working Capital, 145.62 , 173.18 , 154.37 , 226.16 , 305.23 , 211.78 , 564.62 , 265.36 , 278.59 , 259.30 
Debtors, 158.57 , 181.22 , 212.59 , 243.92 , 301.67 , 324.90 , 349.90 , 351.31 , 413.73 , 470.96 
Inventory, 31.83 , 53.33 , 56.68 , 68.46 , 73.43 , 87.63 , 81.50 , 58.88 , 83.10 , 61.67 
,,,,,,,,,,
Debtor Days, 70.29 , 70.23 , 69.57 , 71.54 , 77.99 , 74.63 , 76.86 , 73.09 , 81.03 , 92.02 
Inventory Turnover, 25.87 , 17.66 , 19.68 , 18.18 , 19.23 , 18.13 , 20.39 , 29.80 , 22.43 , 30.29 
,,,,,,,,,,
Return on Equity,16%,29%,29%,24%,24%,25%,22%,20%,19%,17%
Return on Capital Emp,,37%,38%,28%,20%,24%,23%,27%,27%,24%
,,,,,,,,,,
