CYBER MEDIA (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 10.00 , 10.00 , 10.00 , 10.50 , 10.50 , 10.50 , 10.50 , 10.50 , 11.57 , 12.87 
Reserves, 26.44 , 23.19 , 28.35 , 28.76 , 26.35 , 25.76 , 17.81 , 6.65 , 0.41 , 0.50 
Borrowings, 17.65 , 16.45 , 20.14 , 19.97 , 27.27 , 26.34 , 20.86 , 24.68 , 24.54 , 16.40 
Other Liabilities, 15.99 , 15.99 , 17.34 , 13.59 , 12.23 , 12.87 , 11.88 , 11.61 , 9.92 , 15.70 
Total, 70.08 , 65.63 , 75.83 , 72.82 , 76.35 , 75.47 , 61.05 , 53.44 , 46.44 , 45.47 
,,,,,,,,,,
Net Block, 14.97 , 14.17 , 13.80 , 12.19 , 10.95 , 9.18 , 5.76 , 4.65 , 4.16 , 3.02 
Capital Work in Progress, 0.01 , 0.01 , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 27.40 , 27.40 , 25.95 , 26.35 , 26.35 , 26.65 , 18.60 , 14.06 , 14.06 , 14.01 
Other Assets, 27.70 , 24.05 , 36.08 , 34.28 , 39.05 , 39.64 , 36.69 , 34.73 , 28.22 , 28.44 
Total, 70.08 , 65.63 , 75.83 , 72.82 , 76.35 , 75.47 , 61.05 , 53.44 , 46.44 , 45.47 
,,,,,,,,,,
Working Capital, 11.71 , 8.06 , 18.74 , 20.69 , 26.82 , 26.77 , 24.81 , 23.12 , 18.30 , 12.74 
Debtors, 16.46 , 14.34 , 21.61 , 25.99 , 28.79 , 29.49 , 26.32 , 25.03 , 18.68 , 19.92 
Inventory, 1.69 , 0.33 , 1.85 , 1.39 , 1.55 , 1.26 , 1.23 , 1.24 , 0.98 , 0.05 
,,,,,,,,,,
Debtor Days, 142.03 , 178.64 , 210.73 , 281.49 , 419.66 , 522.77 , 646.05 , 884.41 , 903.07 ," 1,163.33 "
Inventory Turnover, 25.03 , 88.79 , 20.23 , 24.24 , 16.15 , 16.34 , 12.09 , 8.33 , 7.70 , 125.00 
,,,,,,,,,,
Return on Equity,-3%,-9%,1%,1%,-7%,-2%,-21%,-65%,-24%,1%
Return on Capital Emp,,-6%,4%,7%,0%,4%,-6%,-24%,-8%,6%
,,,,,,,,,,
