GUJARAT INDUSTRIES POWER CO LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 151.25 , 151.25 , 151.25 , 151.25 , 151.25 , 151.25 , 151.25 , 151.25 , 151.25 , 151.25 
Reserves," 1,032.13 "," 1,094.82 "," 1,213.83 "," 1,288.24 "," 1,462.88 "," 1,604.52 "," 1,685.27 "," 1,882.01 "," 2,084.73 "," 2,307.77 "
Borrowings, 840.20 ," 1,064.07 "," 1,113.54 ", 944.31 , 855.14 , 715.50 , 606.44 , 474.99 , 417.33 , 616.63 
Other Liabilities, 472.05 , 507.68 , 500.82 , 592.83 , 486.96 , 529.83 , 569.56 , 651.51 , 775.71 , 726.33 
Total," 2,495.63 "," 2,817.82 "," 2,979.44 "," 2,976.63 "," 2,956.23 "," 3,001.10 "," 3,012.52 "," 3,159.76 "," 3,429.02 "," 3,801.98 "
,,,,,,,,,,
Net Block, 806.06 , 726.36 ," 2,192.67 "," 2,284.19 "," 2,133.29 "," 1,990.57 "," 1,890.27 "," 1,858.99 "," 2,521.94 "," 2,679.56 "
Capital Work in Progress," 1,290.33 "," 1,755.41 ", 337.08 , 163.77 , 83.29 , 87.40 , 41.24 , 153.07 , 24.46 , 6.15 
Investments, 62.21 , 27.10 , 29.81 , 45.31 , 69.06 , 159.96 , 207.14 , 250.27 , 280.57 , 327.81 
Other Assets, 337.03 , 308.95 , 419.88 , 483.36 , 670.59 , 763.17 , 873.87 , 897.43 , 602.05 , 788.46 
Total," 2,495.63 "," 2,817.82 "," 2,979.44 "," 2,976.63 "," 2,956.23 "," 3,001.10 "," 3,012.52 "," 3,159.76 "," 3,429.02 "," 3,801.98 "
,,,,,,,,,,
Working Capital, (135.02), (198.73), (80.94), (109.47), 183.63 , 233.34 , 304.31 , 245.92 , (173.66), 62.13 
Debtors, 179.06 , 137.26 , 200.11 , 210.06 , 171.46 , 222.63 , 128.44 , 265.66 , 248.02 , 259.98 
Inventory, 89.69 , 103.55 , 103.51 , 125.66 , 120.80 , 120.11 , 147.86 , 150.70 , 159.80 , 151.60 
,,,,,,,,,,
Debtor Days, 56.59 , 53.35 , 67.29 , 58.97 , 44.20 , 59.03 , 38.60 , 71.71 , 69.08 , 69.57 
Inventory Turnover, 12.88 , 9.07 , 10.49 , 10.35 , 11.72 , 11.46 , 8.21 , 8.97 , 8.20 , 9.00 
,,,,,,,,,,
Return on Equity,7%,9%,12%,8%,14%,11%,7%,9%,10%,10%
Return on Capital Emp,,7%,8%,11%,19%,14%,13%,13%,14%,13%
,,,,,,,,,,
