ANIK INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 27.75 , 27.75 , 27.75 , 27.75 , 27.75 , 27.75 , 27.75 , 27.75 , 27.75 , 27.75 
Reserves, 168.86 , 177.98 , 188.08 , 201.32 , 211.98 , 223.09 , 232.60 , 238.18 , 273.86 , 287.72 
Borrowings, 138.17 , 357.93 , 257.76 , 330.50 , 210.85 , 183.38 , 210.29 , 130.46 , 7.99 , 51.12 
Other Liabilities, 295.95 , 330.55 , 355.17 , 438.19 , 387.64 , 508.76 , 536.21 , 668.99 , 259.87 , 213.97 
Total, 630.73 , 894.21 , 828.76 , 997.76 , 838.22 , 942.98 ," 1,006.85 "," 1,065.38 ", 569.47 , 580.56 
,,,,,,,,,,
Net Block, 95.82 , 96.58 , 119.82 , 116.69 , 146.90 , 148.53 , 142.50 , 139.01 , 28.58 , 20.51 
Capital Work in Progress, 3.97 , 22.65 , 1.80 , 1.82 , 2.55 , 10.51 , 12.37 , 12.05 , 5.09 , 5.09 
Investments, 23.79 , 16.59 , 14.33 , 24.68 , 12.99 , 17.11 , 12.72 , 8.32 , 98.87 , 111.25 
Other Assets, 507.15 , 758.39 , 692.81 , 854.57 , 675.78 , 766.83 , 839.26 , 906.00 , 436.93 , 443.71 
Total, 630.73 , 894.21 , 828.76 , 997.76 , 838.22 , 942.98 ," 1,006.85 "," 1,065.38 ", 569.47 , 580.56 
,,,,,,,,,,
Working Capital, 211.20 , 427.84 , 337.64 , 416.38 , 288.14 , 258.07 , 303.05 , 237.01 , 177.06 , 229.74 
Debtors, 221.95 , 296.80 , 312.48 , 443.66 , 360.13 , 455.83 , 459.97 , 564.54 , 258.20 , 249.58 
Inventory, 110.96 , 131.11 , 158.07 , 141.43 , 133.91 , 139.49 , 203.38 , 155.96 , 64.49 , 72.11 
,,,,,,,,,,
Debtor Days, 80.17 , 89.28 , 89.34 , 100.73 , 103.99 , 114.90 , 370.17 , 880.13 , 192.42 , 149.42 
Inventory Turnover, 9.11 , 9.25 , 8.08 , 11.37 , 9.44 , 10.38 , 2.23 , 1.50 , 7.59 , 8.45 
,,,,,,,,,,
Return on Equity,5%,5%,5%,6%,4%,4%,4%,2%,12%,4%
Return on Capital Emp,,10%,10%,14%,12%,16%,7%,3%,22%,9%
,,,,,,,,,,
