INDRAPRASTHA MEDICAL CORPORATION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 59.85 , 73.00 , 33.44 , 55.47 , 66.85 , 58.10 , 64.30 , 62.26 , 27.64 , 47.70 
Cash from Investing Activity, (25.07), (36.06), (57.25), (27.96), (54.00), (21.82), (29.14), (32.69), (22.40), (29.90)
Cash from Financing Activity, (34.42), (35.68), 21.86 , (26.83), (12.55), (36.07), (35.22), (30.03), (5.39), (17.22)
Net Cash Flow, 0.36 , 1.26 , (1.95), 0.68 , 0.30 , 0.21 , (0.06), (0.46), (0.15), 0.58 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
