DATAMATICS GLOBAL SERVICES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 29.46 , 29.47 , 29.47 , 29.47 , 29.47 , 29.47 , 29.48 , 29.48 , 29.48 , 29.48 
Reserves, 255.94 , 271.82 , 287.94 , 302.88 , 328.95 , 361.61 , 386.20 , 414.85 , 389.84 , 417.77 
Borrowings, 8.60 , 3.92 , 4.46 , 24.40 , 21.35 , 68.33 , 67.06 , 59.64 , 49.42 , 46.39 
Other Liabilities, 64.26 , 28.90 , 26.05 , 29.30 , 33.97 , 44.37 , 28.51 , 40.02 , 52.39 , 67.37 
Total, 358.26 , 334.11 , 347.92 , 386.05 , 413.74 , 503.78 , 511.25 , 543.99 , 521.13 , 561.01 
,,,,,,,,,,
Net Block, 77.35 , 72.55 , 70.35 , 93.32 , 101.53 , 100.44 , 96.37 , 116.57 , 114.76 , 115.96 
Capital Work in Progress, 2.58 , 6.47 , 16.46 , 16.08 , 17.13 , 10.98 , 10.97 , 1.80 , 0.77 , 1.03 
Investments, 158.71 , 132.10 , 163.03 , 188.18 , 196.45 , 288.39 , 278.34 , 300.00 , 236.82 , 259.66 
Other Assets, 119.62 , 122.99 , 98.08 , 88.47 , 98.63 , 103.97 , 125.57 , 125.62 , 168.78 , 184.36 
Total, 358.26 , 334.11 , 347.92 , 386.05 , 413.74 , 503.78 , 511.25 , 543.99 , 521.13 , 561.01 
,,,,,,,,,,
Working Capital, 55.36 , 94.09 , 72.03 , 59.17 , 64.66 , 59.60 , 97.06 , 85.60 , 116.39 , 116.99 
Debtors, 40.77 , 32.35 , 32.70 , 27.56 , 34.31 , 41.40 , 42.72 , 66.85 , 68.18 , 93.04 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 93.49 , 90.21 , 86.21 , 61.38 , 67.30 , 74.10 , 82.69 , 86.65 , 81.40 , 100.52 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,10%,8%,7%,7%,8%,11%,6%,7%,6%,9%
Return on Capital Emp,,9%,7%,9%,10%,12%,7%,10%,6%,12%
,,,,,,,,,,
