EMAMI LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 12.43 , 15.13 , 15.13 , 15.13 , 15.13 , 22.70 , 22.70 , 22.70 , 22.70 , 22.70 
Reserves, 286.04 , 604.24 , 667.89 , 682.12 , 762.18 , 906.00 ," 1,189.46 "," 1,536.64 "," 1,689.86 "," 1,948.54 "
Borrowings, 448.19 , 259.06 , 223.86 , 155.11 , 72.37 , 31.36 , 24.03 , 660.00 , 434.70 , 279.37 
Other Liabilities, 160.31 , 168.48 , 178.00 , 308.89 , 306.63 , 310.94 , 331.82 , 312.32 , 323.85 , 361.59 
Total, 906.97 ," 1,046.91 "," 1,084.88 "," 1,161.25 "," 1,156.31 "," 1,271.00 "," 1,568.01 "," 2,531.66 "," 2,471.11 "," 2,612.20 "
,,,,,,,,,,
Net Block, 612.58 , 560.84 , 482.45 , 401.00 , 374.50 , 373.65 , 423.95 ," 1,893.83 "," 1,952.38 "," 1,763.35 "
Capital Work in Progress, 36.70 , 6.21 , 6.48 , 65.63 , 44.11 , 8.44 , 24.97 , 60.25 , 19.94 , 30.02 
Investments, 39.89 , 62.08 , 7.08 , 80.80 , 163.58 , 296.31 , 501.73 , 95.10 , 128.15 , 315.32 
Other Assets, 217.80 , 417.78 , 588.87 , 613.82 , 574.12 , 592.60 , 617.36 , 482.48 , 370.64 , 503.51 
Total, 906.97 ," 1,046.91 "," 1,084.88 "," 1,161.25 "," 1,156.31 "," 1,271.00 "," 1,568.01 "," 2,531.66 "," 2,471.11 "," 2,612.20 "
,,,,,,,,,,
Working Capital, 57.49 , 249.30 , 410.87 , 304.93 , 267.49 , 281.66 , 285.54 , 170.16 , 46.79 , 141.92 
Debtors, 50.75 , 72.73 , 91.08 , 78.93 , 80.48 , 75.22 , 56.00 , 52.74 , 34.13 , 70.03 
Inventory, 73.20 , 78.61 , 121.91 , 109.41 , 112.26 , 136.62 , 118.45 , 143.14 , 169.20 , 183.85 
,,,,,,,,,,
Debtor Days, 26.79 , 28.37 , 28.93 , 21.95 , 19.19 , 17.22 , 10.74 , 8.95 , 5.41 , 10.86 
Inventory Turnover, 9.44 , 11.90 , 9.42 , 11.99 , 13.64 , 11.67 , 16.07 , 15.02 , 13.60 , 12.80 
,,,,,,,,,,
Return on Equity,29%,27%,33%,37%,42%,43%,39%,21%,20%,16%
Return on Capital Emp,,31%,32%,35%,45%,50%,53%,26%,22%,19%
,,,,,,,,,,
