ADITYA BIRLA MONEY LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 70.81 , 100.86 , 106.71 , 72.15 , 71.29 , 69.11 , 118.50 , 117.49 , 124.75 , 159.05 , 164.93 , 202.78 , 168.73 
Expenses, 59.26 , 77.63 , 99.21 , 77.20 , 70.83 , 68.57 , 103.23 , 105.37 , 108.57 , 135.77 , 122.71 , 150.87 , 153.09 
Operating Profit, 11.55 , 23.23 , 7.50 , (5.05), 0.46 , 0.54 , 15.27 , 12.12 , 16.18 , 23.28 , 42.22 , 51.91 , 15.63 
Other Income, (0.10), 0.59 , (8.22), 0.23 , (0.82), 0.03 , 0.22 , 1.03 , 0.15 , 0.22 , 3.68 , -   , -   
Depreciation, 4.73 , 5.68 , 7.16 , 7.80 , 7.54 , 6.12 , 5.72 , 3.78 , 3.06 , 2.08 , 2.04 , 2.04 , 2.04 
Interest, 5.43 , 2.61 , 5.73 , 5.87 , 4.75 , 2.67 , 2.98 , 7.49 , 6.31 , 9.16 , 30.37 , 30.37 , 30.37 
Profit before tax, 1.29 , 15.53 , (13.61), (18.49), (12.66), (8.21), 6.79 , 1.89 , 6.95 , 12.26 , 13.49 , 19.50 , (16.78)
Tax, 0.66 , 6.05 , (4.15), (1.20), -   , -   , (0.29), 0.68 , 0.81 , 2.69 , 4.00 ,30%,30%
Net profit, 0.63 , 9.48 , (9.46), (17.29), (12.67), (8.20), 7.08 , 1.20 , 6.15 , 9.57 , 9.51 , 13.72 , (11.80)
EPS, 0.11 , 1.71 , (1.71), (3.12), (2.29), (1.48), 1.28 , 0.22 , 1.11 , 1.71 , 1.69 , 2.44 , (2.10)
Price to earning, 140.13 , 29.27 , (15.47), (4.66), (8.09), (9.80), 22.52 , 103.60 , 47.25 , 44.24 , 29.84 , 56.23 , 29.84 
Price, 15.94 , 50.09 , 26.41 , 14.53 , 18.51 , 14.51 , 28.78 , 22.44 , 52.45 , 75.45 , 50.40 , 137.01 , (62.55)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,16.31%,23.03%,7.03%,0.00%,0.65%,0.78%,12.89%,10.32%,12.97%,14.64%,25.60%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,9.41%,5.87%,17.41%,10.31%,27.49%,27.49%,5.87%
,,,,,,OPM,10.90%,9.26%,11.44%,12.85%,25.60%,25.60%,9.26%
,,,,,,Price to Earning, 59.55 , 49.49 , 49.49 , 56.23 , 29.84 , 56.23 , 29.84 
