DEEPAK NITRITE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 8.96 , 10.45 , 10.45 , 10.45 , 10.45 , 10.45 , 20.91 , 23.26 , 26.14 , 27.28 
Reserves, 181.67 , 208.98 , 227.46 , 242.32 , 270.14 , 297.07 , 325.92 , 452.63 , 705.99 , 916.57 
Borrowings, 89.55 , 92.56 , 61.52 , 260.95 , 341.16 , 508.41 , 544.52 , 495.20 , 573.54 , 461.53 
Other Liabilities, 81.60 , 115.17 , 122.26 , 192.82 , 272.72 , 249.64 , 238.86 , 295.13 , 285.31 , 426.70 
Total, 361.78 , 427.16 , 421.69 , 706.54 , 894.47 ," 1,065.57 "," 1,130.21 "," 1,266.22 "," 1,590.98 "," 1,832.08 "
,,,,,,,,,,
Net Block, 164.67 , 166.07 , 162.86 , 181.32 , 325.42 , 461.28 , 548.72 , 593.13 , 567.96 , 569.19 
Capital Work in Progress, 7.73 , 1.97 , 7.08 , 101.67 , 117.55 , 71.10 , 37.98 , 14.29 , 40.73 , 36.25 
Investments, 1.33 , 27.33 , 1.33 , 1.33 , 1.33 , 3.12 , 17.17 , 132.96 , 358.02 , 455.23 
Other Assets, 188.05 , 231.79 , 250.42 , 422.22 , 450.17 , 530.07 , 526.34 , 525.84 , 624.27 , 771.41 
Total, 361.78 , 427.16 , 421.69 , 706.54 , 894.47 ," 1,065.57 "," 1,130.21 "," 1,266.22 "," 1,590.98 "," 1,832.08 "
,,,,,,,,,,
Working Capital, 106.45 , 116.62 , 128.16 , 229.40 , 177.45 , 280.43 , 287.48 , 230.71 , 338.96 , 344.71 
Debtors, 68.37 , 102.25 , 127.98 , 157.49 , 242.25 , 292.24 , 310.99 , 296.34 , 315.45 , 369.21 
Inventory, 64.20 , 63.96 , 61.12 , 86.51 , 105.32 , 134.43 , 107.30 , 122.95 , 142.35 , 189.92 
,,,,,,,,,,
Debtor Days, 43.60 , 70.13 , 69.49 , 72.77 , 86.74 , 84.01 , 85.53 , 80.98 , 93.40 , 92.62 
Inventory Turnover, 8.92 , 8.32 , 11.00 , 9.13 , 9.68 , 9.44 , 12.37 , 10.86 , 8.66 , 7.66 
,,,,,,,,,,
Return on Equity,15%,9%,11%,9%,13%,12%,15%,14%,15%,9%
Return on Capital Emp,,13%,14%,11%,11%,12%,12%,14%,16%,12%
,,,,,,,,,,
