KEI INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 974.22 , 896.28 ," 1,156.25 "," 1,706.32 "," 1,658.35 "," 1,618.91 "," 2,030.95 "," 2,325.58 "," 2,628.46 "," 3,458.80 "," 4,226.97 "," 4,551.45 "," 4,097.81 "
Expenses, 936.25 , 834.21 ," 1,068.30 "," 1,556.11 "," 1,487.62 "," 1,465.67 "," 1,838.09 "," 2,083.31 "," 2,361.40 "," 3,120.74 "," 3,784.76 "," 4,075.29 "," 3,719.78 "
Operating Profit, 37.97 , 62.07 , 87.95 , 150.21 , 170.73 , 153.24 , 192.86 , 242.27 , 267.06 , 338.06 , 442.21 , 476.16 , 378.03 
Other Income, 26.80 , 14.27 , 5.80 , 1.49 , 2.14 , 1.08 , 4.99 , 5.35 , 10.03 , 9.16 , 7.20 , -   , -   
Depreciation, 11.57 , 14.68 , 16.61 , 19.54 , 20.44 , 20.97 , 24.59 , 25.29 , 28.40 , 32.23 , 33.95 , 33.95 , 33.95 
Interest, 59.31 , 44.40 , 59.32 , 96.16 , 109.35 , 111.53 , 120.40 , 126.97 , 124.43 , 111.30 , 136.16 , 136.16 , 136.16 
Profit before tax, (6.11), 17.26 , 17.82 , 36.00 , 43.08 , 21.82 , 52.88 , 95.34 , 126.26 , 204.16 , 279.30 , 306.05 , 207.92 
Tax, (7.36), 3.03 , 7.26 , 11.67 , 16.74 , 10.22 , 18.63 , 33.14 , 32.42 , 59.60 , 97.44 ,35%,35%
Net profit, 1.25 , 14.23 , 10.56 , 24.33 , 26.34 , 11.60 , 34.25 , 62.20 , 93.83 , 144.56 , 181.87 , 199.27 , 135.38 
EPS, 0.21 , 2.23 , 1.58 , 3.63 , 3.75 , 1.57 , 4.43 , 8.05 , 12.06 , 18.45 , 23.04 , 25.25 , 17.15 
Price to earning, 62.78 , 16.15 , 16.18 , 4.64 , 2.98 , 10.78 , 16.89 , 12.47 , 16.66 , 23.43 , 21.89 , 21.89 , 13.72 
Price, 12.88 , 35.94 , 25.52 , 16.87 , 11.16 , 16.96 , 74.89 , 100.40 , 200.96 , 432.16 , 504.50 , 552.78 , 235.28 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,97.60%,9.00%,12.69%,5.51%,5.35%,12.76%,9.02%,6.21%,4.98%,5.42%,,,
OPM,3.90%,6.93%,7.61%,8.80%,10.30%,9.47%,9.50%,10.42%,10.16%,9.77%,10.46%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,15.12%,16.95%,15.84%,19.42%,31.59%,31.59%,15.12%
,,,,,,OPM,9.23%,9.82%,9.89%,10.07%,10.46%,10.46%,9.23%
,,,,,,Price to Earning, 18.62 , 13.72 , 17.02 , 18.61 , 21.89 , 21.89 , 13.72 
