CONTAINER CORPORATION OF INDIA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 3,371.26 "," 3,653.57 "," 3,808.64 "," 4,024.09 "," 4,355.06 "," 4,824.85 "," 5,495.64 "," 5,921.73 "," 5,606.13 "," 6,167.12 "," 6,881.91 "," 6,881.91 "," 6,436.71 "
Expenses," 2,440.14 "," 2,691.61 "," 2,801.22 "," 2,999.95 "," 3,307.31 "," 3,797.99 "," 4,187.46 "," 4,583.18 "," 4,359.21 "," 4,684.04 "," 5,101.94 "," 5,101.94 "," 4,965.45 "
Operating Profit, 931.12 , 961.96 ," 1,007.42 "," 1,024.14 "," 1,047.75 "," 1,026.86 "," 1,308.18 "," 1,338.55 "," 1,246.92 "," 1,483.08 "," 1,779.97 "," 1,779.97 "," 1,471.26 "
Other Income, 211.30 , 180.31 , 196.39 , 316.33 , 337.22 , 446.90 , 359.21 , 317.48 , 289.24 , 302.59 , 334.23 , -   , -   
Depreciation, 115.91 , 135.10 , 145.23 , 158.49 , 172.71 , 189.33 , 372.69 , 347.76 , 351.82 , 392.65 , 424.58 , 424.58 , 424.58 
Interest, 0.06 , 0.09 , 0.30 , 0.33 , 0.18 , 0.18 , 0.25 , 0.32 , 3.73 , 0.37 , 0.74 , 0.74 , 0.74 
Profit before tax," 1,026.45 "," 1,007.08 "," 1,058.28 "," 1,181.65 "," 1,212.08 "," 1,284.25 "," 1,294.45 "," 1,307.95 "," 1,180.61 "," 1,392.65 "," 1,688.88 "," 1,354.65 "," 1,045.94 "
Tax, 235.25 , 220.39 , 182.33 , 303.77 , 272.05 , 299.49 , 246.90 , 357.13 , 322.59 , 343.61 , 473.47 ,28%,28%
Net profit, 791.20 , 786.69 , 875.95 , 877.88 , 940.03 , 984.76 ," 1,047.55 ", 950.82 , 858.02 ," 1,049.04 "," 1,215.41 ", 974.88 , 752.72 
EPS, 21.17 , 21.05 , 23.44 , 23.49 , 25.15 , 22.45 , 23.88 , 21.67 , 19.56 , 21.52 , 19.95 , 16.00 , 12.35 
Price to earning, 7.54 , 14.02 , 11.11 , 8.25 , 9.21 , 13.47 , 21.94 , 19.25 , 23.52 , 24.16 , 26.24 , 26.24 , 16.25 
Price, 159.69 , 295.04 , 260.38 , 193.92 , 231.63 , 302.48 , 523.84 , 417.24 , 460.11 , 519.86 , 523.35 , 419.78 , 200.70 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,23.00%,23.13%,23.00%,24.43%,24.20%,24.35%,24.94%,27.68%,38.86%,39.73%,,,
OPM,27.62%,26.33%,26.45%,25.45%,24.06%,21.28%,23.80%,22.60%,22.24%,24.05%,25.86%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.94%,7.13%,7.21%,3.92%,11.59%,11.59%,3.92%
,,,,,,OPM,24.09%,23.29%,22.86%,22.99%,25.86%,25.86%,22.86%
,,,,,,Price to Earning, 16.25 , 18.26 , 21.43 , 23.29 , 26.24 , 26.24 , 16.25 
