INDRAPRASTHA GAS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 852.76 ," 1,078.12 "," 1,746.11 "," 2,517.26 "," 3,366.99 "," 3,913.79 "," 3,680.99 "," 3,685.79 "," 3,814.78 "," 4,592.14 "," 5,761.83 "," 5,761.83 "," 4,961.08 "
Expenses, 550.39 , 694.18 ," 1,251.05 "," 1,883.29 "," 2,603.36 "," 3,130.71 "," 2,887.23 "," 2,910.37 "," 2,850.79 "," 3,478.80 "," 4,507.86 "," 4,402.58 "," 3,881.38 "
Operating Profit, 302.37 , 383.94 , 495.06 , 633.97 , 763.63 , 783.08 , 793.76 , 775.42 , 963.99 ," 1,113.34 "," 1,253.97 "," 1,359.25 "," 1,079.70 "
Other Income, 26.19 , 20.95 , 7.42 , 7.91 , 12.04 , 21.07 , 34.44 , 29.21 , 64.98 , 102.13 , 149.17 , -   , -   
Depreciation, 67.43 , 77.45 , 102.87 , 143.21 , 186.66 , 219.54 , 148.72 , 156.25 , 167.07 , 181.29 , 201.08 , 201.08 , 201.08 
Interest, 2.28 , 3.00 , 13.90 , 48.58 , 60.82 , 44.81 , 30.44 , 9.92 , 1.21 , 1.69 , 2.05 , 2.05 , 2.05 
Profit before tax, 258.85 , 324.44 , 385.71 , 450.09 , 528.19 , 539.80 , 649.04 , 638.46 , 860.69 ," 1,032.49 "," 1,200.01 "," 1,156.12 ", 876.57 
Tax, 86.38 , 108.94 , 125.94 , 143.66 , 174.06 , 179.54 , 211.31 , 219.41 , 289.62 , 361.72 , 413.35 ,34%,34%
Net profit, 172.47 , 215.50 , 259.77 , 306.43 , 354.13 , 360.26 , 437.73 , 419.05 , 571.07 , 670.77 , 786.66 , 757.89 , 574.63 
EPS, 2.46 , 3.08 , 3.71 , 4.38 , 5.06 , 5.15 , 6.25 , 5.99 , 8.16 , 9.58 , 11.24 , 10.83 , 8.21 
Price to earning, 9.10 , 14.92 , 17.01 , 11.50 , 11.56 , 11.26 , 13.53 , 18.87 , 25.45 , 30.52 , 29.38 , 29.38 , 17.55 
Price, 22.43 , 45.94 , 63.12 , 50.33 , 58.49 , 57.92 , 84.60 , 112.94 , 207.60 , 292.49 , 330.15 , 318.08 , 144.10 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,32.47%,29.23%,26.95%,22.84%,21.74%,21.37%,19.19%,20.05%,20.84%,20.87%,,,
OPM,35.46%,35.61%,28.35%,25.18%,22.68%,20.01%,21.56%,21.04%,25.27%,24.24%,21.76%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,20.57%,14.81%,6.40%,7.65%,25.47%,25.47%,6.40%
,,,,,,OPM,23.96%,22.79%,22.50%,23.59%,21.76%,23.59%,21.76%
,,,,,,Price to Earning, 17.55 , 19.01 , 21.50 , 26.05 , 29.38 , 29.38 , 17.55 
