GOODLUCK INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 3.69 , 3.74 , 3.74 , 3.74 , 3.74 , 3.98 , 4.40 , 4.40 , 4.40 , 4.60 
Reserves, 45.36 , 60.90 , 74.91 , 94.07 , 115.05 , 140.17 , 176.58 , 205.81 , 227.27 , 249.20 
Borrowings, 125.11 , 163.29 , 158.01 , 234.91 , 278.30 , 283.52 , 309.97 , 352.41 , 410.57 , 450.75 
Other Liabilities, 21.10 , 27.42 , 31.31 , 47.29 , 72.56 , 98.30 , 79.85 , 108.67 , 137.27 , 159.76 
Total, 195.26 , 255.35 , 267.97 , 380.01 , 469.65 , 525.97 , 570.80 , 671.29 , 779.51 , 864.31 
,,,,,,,,,,
Net Block, 46.59 , 53.10 , 63.27 , 79.90 , 116.59 , 124.33 , 192.87 , 226.66 , 255.68 , 251.97 
Capital Work in Progress, 0.11 , 0.54 , 0.51 , 16.80 , 0.23 , 12.37 , 3.65 , 7.56 , 4.42 , 56.90 
Investments, -   , -   , 0.05 , -   , 2.15 , 2.15 , 5.42 , 5.42 , 1.00 , 1.03 
Other Assets, 148.56 , 201.71 , 204.14 , 283.31 , 350.68 , 387.12 , 368.86 , 431.65 , 518.41 , 554.41 
Total, 195.26 , 255.35 , 267.97 , 380.01 , 469.65 , 525.97 , 570.80 , 671.29 , 779.51 , 864.31 
,,,,,,,,,,
Working Capital, 127.46 , 174.29 , 172.83 , 236.02 , 278.12 , 288.82 , 289.01 , 322.98 , 381.14 , 394.65 
Debtors, 84.35 , 99.56 , 95.16 , 131.58 , 183.18 , 187.94 , 149.85 , 172.18 , 193.81 , 200.67 
Inventory, 34.90 , 59.82 , 67.03 , 102.45 , 115.50 , 137.40 , 150.61 , 183.78 , 233.50 , 238.74 
,,,,,,,,,,
Debtor Days, 64.26 , 76.46 , 62.27 , 70.97 , 70.43 , 70.61 , 51.80 , 64.12 , 64.72 , 57.65 
Inventory Turnover, 13.73 , 7.95 , 8.32 , 6.61 , 8.22 , 7.07 , 7.01 , 5.33 , 4.68 , 5.32 
,,,,,,,,,,
Return on Equity,26%,25%,19%,21%,18%,12%,15%,16%,9%,6%
Return on Capital Emp,,18%,15%,17%,18%,15%,16%,17%,12%,12%
,,,,,,,,,,
