GINNI FILAMENTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 393.64 , 481.99 , 692.98 , 712.15 , 744.72 , 868.02 , 847.67 , 750.30 , 764.53 , 703.00 , 808.18 , 808.18 , 654.13 
Expenses, 387.30 , 442.49 , 607.81 , 715.18 , 651.03 , 752.90 , 759.84 , 682.98 , 685.40 , 650.47 , 756.74 , 735.67 , 612.49 
Operating Profit, 6.34 , 39.50 , 85.17 , (3.03), 93.69 , 115.12 , 87.83 , 67.32 , 79.13 , 52.53 , 51.44 , 72.51 , 41.63 
Other Income, 6.34 , 27.32 , 6.39 , 7.06 , 1.77 , (2.61), 1.54 , 3.78 , 6.21 , 5.42 , 4.28 , -   , -   
Depreciation, 25.61 , 25.68 , 25.57 , 24.78 , 24.16 , 24.46 , 31.67 , 28.78 , 26.23 , 25.63 , 25.72 , 25.72 , 25.72 
Interest, 34.85 , 32.93 , 35.02 , 43.87 , 44.24 , 37.73 , 44.84 , 35.05 , 28.81 , 30.12 , 33.47 , 33.47 , 33.47 
Profit before tax, (47.74), 8.21 , 30.97 , (64.62), 27.06 , 50.34 , 12.86 , 7.27 , 30.31 , 2.19 , (3.47), 13.32 , (17.56)
Tax, (16.14), 3.33 , 12.70 , (20.95), 9.53 , 14.06 , 5.08 , 2.86 , 14.16 , (0.46), 0.01 ,0%,0%
Net profit, (31.60), 4.88 , 18.27 , (43.67), 17.54 , 36.27 , 7.78 , 4.40 , 16.15 , 2.66 , (3.50), 13.32 , (17.56)
EPS, (5.33), 0.69 , 2.59 , (6.18), 2.48 , 5.13 , 1.10 , 0.62 , 2.29 , 0.38 , (0.50), 1.89 , (2.48)
Price to earning, (0.85), 17.26 , 4.84 , (0.94), 2.19 , 2.05 , 14.36 , 34.67 , 17.15 , 83.76 , -   , 45.19 , -   
Price, 4.53 , 11.92 , 12.50 , 5.82 , 5.44 , 10.55 , 15.81 , 21.59 , 39.19 , 31.54 , 13.40 , 85.19 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,1.61%,8.20%,12.29%,0.00%,12.58%,13.26%,10.36%,8.97%,10.35%,7.47%,6.36%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.66%,0.21%,-1.15%,-6.05%,14.96%,14.96%,-6.05%
,,,,,,OPM,9.00%,9.19%,10.22%,8.97%,6.36%,8.97%,6.36%
,,,,,,Price to Earning, 22.03 , 25.70 , 30.40 , 45.19 , -   , 45.19 , -   
