H T MEDIA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,323.04 "," 1,263.10 "," 1,221.39 "," 1,319.14 "," 1,345.09 "," 1,429.25 "," 1,444.63 "," 1,498.67 "," 1,431.88 "," 1,388.65 "," 1,293.08 "," 1,370.48 "," 1,349.61 "
Expenses," 1,137.64 ", 999.97 , 926.69 ," 1,080.45 "," 1,155.03 "," 1,251.70 "," 1,326.28 "," 1,348.92 "," 1,345.61 "," 1,181.62 "," 1,316.95 "," 1,229.90 "," 1,349.61 "
Operating Profit, 185.40 , 263.13 , 294.70 , 238.69 , 190.06 , 177.55 , 118.35 , 149.75 , 86.27 , 207.03 , (23.87), 140.58 , -   
Other Income, 15.79 , 6.33 , 30.34 , 68.23 , (84.27), 126.60 , 113.16 , 128.26 , 153.91 , 210.13 , 34.55 , -   , -   
Depreciation, 55.01 , 63.79 , 56.29 , 60.30 , 57.58 , 56.21 , 71.67 , 70.89 , 97.47 , 96.74 , 82.69 , 82.69 , 82.69 
Interest, 31.69 , 25.73 , 19.67 , 28.58 , 33.58 , 55.57 , 36.03 , 50.98 , 78.68 , 69.60 , 98.44 , 98.44 , 98.44 
Profit before tax, 114.49 , 179.95 , 249.08 , 218.04 , 14.63 , 192.37 , 123.80 , 156.32 , 64.19 , 250.82 , (170.45), (40.55), (181.13)
Tax, 29.26 , 55.18 , 71.49 , 58.22 , (9.52), 36.73 , 10.15 , 62.87 , 2.68 , 37.08 , (33.07),0%,0%
Net profit, 85.23 , 124.77 , 177.59 , 159.82 , 24.15 , 155.64 , 113.66 , 93.45 , 61.51 , 213.74 , (137.38), (40.55), (181.13)
EPS, 3.64 , 5.31 , 7.56 , 6.80 , 1.03 , 6.75 , 4.93 , 4.05 , 2.67 , 9.27 , (5.90), (1.74), (7.78)
Price to earning, 15.36 , 23.45 , 17.66 , 16.81 , 84.22 , 11.52 , 20.42 , 17.80 , 27.55 , 8.19 , -   , 17.85 , -   
Price, 55.88 , 124.52 , 133.42 , 114.34 , 86.54 , 77.84 , 100.70 , 72.18 , 73.53 , 75.92 , 34.90 , (31.10), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,8.25%,6.78%,4.76%,5.88%,38.92%,5.92%,8.11%,9.87%,14.99%,4.31%,,,
OPM,14.01%,20.83%,24.13%,18.09%,14.13%,12.42%,8.19%,9.99%,6.02%,14.91%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,0.54%,1.85%,0.64%,-1.31%,-3.02%,-1.31%,-3.02%
,,,,,,OPM,13.98%,11.85%,10.27%,10.26%,0.00%,10.26%,0.00%
,,,,,,Price to Earning, 24.30 , 26.65 , 17.10 , 17.85 , -   , 17.85 , -   
