LIC HOUSING FINANCE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 85.00 , 95.00 , 95.00 , 101.00 , 101.00 , 101.00 , 101.00 , 101.00 , 101.00 , 101.00 
Reserves," 2,149.10 "," 3,292.68 "," 4,074.11 "," 5,581.21 "," 6,380.29 "," 7,431.90 "," 7,717.44 "," 9,044.98 "," 10,976.03 "," 12,589.73 "
Borrowings," 25,421.66 "," 34,758.15 "," 45,162.83 "," 56,087.27 "," 68,764.09 "," 82,036.41 "," 96,531.87 "," 1,10,931.17 "," 1,26,337.06 "," 1,45,328.48 "
Other Liabilities," 1,729.52 "," 2,099.15 "," 3,208.31 "," 4,000.24 "," 5,317.82 "," 6,210.77 "," 8,453.34 "," 10,726.01 "," 13,874.12 "," 14,302.68 "
Total," 29,385.28 "," 40,244.98 "," 52,540.25 "," 65,769.72 "," 80,563.20 "," 95,780.08 "," 1,12,803.65 "," 1,30,803.16 "," 1,51,288.21 "," 1,72,321.89 "
,,,,,,,,,,
Net Block, 32.33 , 33.51 , 33.85 , 62.24 , 62.37 , 75.61 , 79.65 , 92.02 , 96.52 , 97.12 
Capital Work in Progress, 2.19 , 2.11 , -   , -   , -   , -   , -   , -   , -   , -   
Investments," 1,129.35 "," 1,388.70 ", 164.91 , 164.03 , 184.63 , 199.31 , 237.14 , 276.84 , 526.98 , 986.79 
Other Assets," 28,221.41 "," 38,820.66 "," 52,341.49 "," 65,543.45 "," 80,316.20 "," 95,505.16 "," 1,12,486.86 "," 1,30,434.30 "," 1,50,664.71 "," 1,71,237.98 "
Total," 29,385.28 "," 40,244.98 "," 52,540.25 "," 65,769.72 "," 80,563.20 "," 95,780.08 "," 1,12,803.65 "," 1,30,803.16 "," 1,51,288.21 "," 1,72,321.89 "
,,,,,,,,,,
Working Capital," 26,491.89 "," 36,721.51 "," 49,133.18 "," 61,543.21 "," 74,998.38 "," 89,294.39 "," 1,04,033.52 "," 1,19,708.29 "," 1,36,790.59 "," 1,56,935.30 "
Debtors, -   , -   , 43.74 , 65.08 , 60.63 , 68.29 , 69.62 , 85.39 , 109.42 , 129.96 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , 3.29 , 3.83 , 2.89 , 2.68 , 2.36 , 2.50 , 2.84 , 3.15 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,24%,20%,23%,16%,16%,17%,18%,18%,17%,16%
Return on Capital Emp,,10%,10%,10%,11%,11%,11%,11%,10%,10%
,,,,,,,,,,
