KABRA EXTRUSION TECHNIK LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 7.98 , 7.98 , 15.95 , 15.95 , 15.95 , 15.95 , 15.95 , 15.95 , 15.95 , 15.95 
Reserves, 64.54 , 79.48 , 90.82 , 97.12 , 104.25 , 112.87 , 126.65 , 140.48 , 210.77 , 217.82 
Borrowings, 9.31 , 8.07 , 7.61 , 12.44 , 15.55 , 17.33 , 20.99 , 17.15 , 8.37 , 4.07 
Other Liabilities, 42.09 , 56.69 , 72.10 , 58.14 , 63.87 , 78.08 , 98.47 , 74.14 , 75.30 , 108.80 
Total, 123.92 , 152.22 , 186.48 , 183.65 , 199.62 , 224.23 , 262.06 , 247.72 , 310.39 , 346.64 
,,,,,,,,,,
Net Block, 39.53 , 39.30 , 44.77 , 52.50 , 49.70 , 44.89 , 70.00 , 107.43 , 113.25 , 108.42 
Capital Work in Progress, 1.73 , 8.49 , -   , -   , -   , -   , -   , -   , 0.57 , -   
Investments, 21.92 , 45.55 , 41.59 , 24.93 , 52.42 , 57.80 , 41.70 , 16.20 , 63.31 , 57.05 
Other Assets, 60.74 , 58.88 , 100.12 , 106.22 , 97.50 , 121.54 , 150.36 , 124.09 , 133.26 , 181.17 
Total, 123.92 , 152.22 , 186.48 , 183.65 , 199.62 , 224.23 , 262.06 , 247.72 , 310.39 , 346.64 
,,,,,,,,,,
Working Capital, 18.65 , 2.19 , 28.02 , 48.08 , 33.63 , 43.46 , 51.89 , 49.95 , 57.96 , 72.37 
Debtors, 12.35 , 10.65 , 20.13 , 19.65 , 15.57 , 25.11 , 53.70 , 39.84 , 35.26 , 44.04 
Inventory, 40.26 , 41.07 , 57.82 , 54.09 , 54.41 , 58.06 , 62.00 , 61.20 , 65.51 , 102.31 
,,,,,,,,,,
Debtor Days, 29.37 , 19.95 , 33.47 , 37.58 , 31.58 , 41.07 , 72.25 , 48.62 , 46.62 , 59.95 
Inventory Turnover, 3.81 , 4.74 , 3.80 , 3.53 , 3.31 , 3.84 , 4.38 , 4.89 , 4.21 , 2.62 
,,,,,,,,,,
Return on Equity,16%,25%,24%,9%,9%,11%,16%,14%,9%,9%
Return on Capital Emp,,36%,34%,11%,12%,14%,20%,20%,12%,10%
,,,,,,,,,,
