GANESH HOUSING CORPORATION LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 54.90 , 100.15 , 160.29 , 170.37 , 154.23 , 176.86 , 183.70 , 197.35 , 176.55 , 207.21 , 111.16 , 243.19 , 211.36 
Expenses, 16.38 , 31.75 , 64.05 , 93.10 , 61.65 , 71.20 , 91.10 , 87.87 , 65.04 , 80.83 , 42.05 , 92.00 , 91.94 
Operating Profit, 38.52 , 68.40 , 96.24 , 77.27 , 92.58 , 105.66 , 92.60 , 109.48 , 111.51 , 126.38 , 69.11 , 151.20 , 119.43 
Other Income, 38.11 , 1.15 , 1.26 , 8.94 , 13.08 , 4.45 , 2.61 , 1.24 , 1.96 , (0.59), 14.47 , -   , -   
Depreciation, 1.51 , 1.44 , 1.05 , 2.53 , 2.49 , 2.32 , 2.99 , 3.48 , 3.30 , 2.55 , 2.32 , 2.32 , 2.32 
Interest, 23.10 , 13.99 , 25.17 , 47.30 , 52.46 , 54.07 , 52.66 , 52.70 , 51.81 , 57.38 , 54.89 , 54.89 , 54.89 
Profit before tax, 52.16 , 54.53 , 72.13 , 37.03 , 51.28 , 54.52 , 40.34 , 55.53 , 59.24 , 67.04 , 26.37 , 93.99 , 62.22 
Tax, 2.67 , 6.93 , 14.40 , 6.44 , 8.24 , 12.93 , 8.64 , 15.29 , 21.06 , 27.98 , 10.27 ,39%,39%
Net profit, 49.49 , 47.60 , 57.73 , 30.59 , 43.05 , 41.59 , 31.71 , 40.25 , 38.18 , 39.07 , 16.10 , 57.38 , 37.99 
EPS, 15.16 , 14.58 , 17.68 , 9.37 , 13.18 , 12.74 , 9.71 , 12.32 , 7.79 , 7.94 , 3.27 , 11.66 , 7.72 
Price to earning, 2.26 , 8.35 , 5.83 , 7.22 , 3.94 , 5.53 , 8.49 , 5.95 , 13.17 , 16.99 , 18.65 , 18.65 , 8.76 
Price, 34.20 , 121.73 , 103.04 , 67.67 , 51.98 , 70.42 , 82.45 , 73.31 , 102.63 , 134.83 , 61.00 , 217.42 , 67.61 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,11.88%,12.35%,12.45%,12.81%,10.62%,20.41%,26.77%,16.22%,25.67%,22.68%,,,
OPM,70.16%,68.30%,60.04%,45.35%,60.03%,59.74%,50.41%,55.48%,63.16%,60.99%,62.17%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,15.90%,3.74%,6.08%,4.10%,17.37%,17.37%,3.74%
,,,,,,OPM,58.08%,56.50%,57.94%,59.78%,62.17%,62.17%,56.50%
,,,,,,Price to Earning, 8.76 , 9.99 , 11.46 , 13.69 , 18.65 , 18.65 , 8.76 
