MANGALAM CEMENT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 28.03 , 26.69 , 26.69 , 26.69 , 26.69 , 26.69 , 26.69 , 26.69 , 26.69 , 26.69 
Reserves, 266.30 , 360.13 , 368.03 , 405.60 , 465.63 , 480.31 , 490.87 , 446.55 , 479.31 , 488.27 
Borrowings, 15.51 , 10.16 , 13.51 , -   , 211.00 , 367.98 , 382.04 , 428.06 , 390.86 , 371.80 
Other Liabilities, 207.54 , 254.30 , 243.01 , 208.61 , 275.21 , 308.23 , 387.07 , 410.42 , 445.43 , 464.20 
Total, 517.38 , 651.28 , 651.24 , 640.90 , 978.53 ," 1,183.21 "," 1,286.67 "," 1,311.72 "," 1,342.29 "," 1,350.96 "
,,,,,,,,,,
Net Block, 276.53 , 258.10 , 351.08 , 352.49 , 349.15 , 515.01 , 756.65 , 744.26 , 813.59 , 831.28 
Capital Work in Progress, 4.78 , 63.20 , 8.12 , 18.93 , 214.09 , 255.04 , 30.77 , 70.93 , 48.77 , 5.09 
Investments, 8.08 , 19.50 , 1.10 , 1.10 , 35.57 , 35.57 , 35.80 , 19.54 , 28.08 , 35.62 
Other Assets, 227.99 , 310.48 , 290.94 , 268.38 , 379.72 , 377.59 , 463.45 , 476.99 , 451.85 , 478.97 
Total, 517.38 , 651.28 , 651.24 , 640.90 , 978.53 ," 1,183.21 "," 1,286.67 "," 1,311.72 "," 1,342.29 "," 1,350.96 "
,,,,,,,,,,
Working Capital, 20.45 , 56.18 , 47.93 , 59.77 , 104.51 , 69.36 , 76.38 , 66.57 , 6.42 , 14.77 
Debtors, 5.76 , 9.18 , 11.80 , 28.67 , 30.15 , 22.73 , 28.83 , 34.70 , 34.34 , 36.49 
Inventory, 46.25 , 63.43 , 65.56 , 58.23 , 136.60 , 115.93 , 158.52 , 115.93 , 101.57 , 111.91 
,,,,,,,,,,
Debtor Days, 3.73 , 5.46 , 8.68 , 16.59 , 15.59 , 11.90 , 11.42 , 15.05 , 11.99 , 11.84 
Inventory Turnover, 12.20 , 9.68 , 7.57 , 10.83 , 5.17 , 6.01 , 5.82 , 7.26 , 10.29 , 10.06 
,,,,,,,,,,
Return on Equity,33%,31%,10%,13%,16%,6%,3%,-5%,7%,2%
Return on Capital Emp,,53%,11%,19%,20%,4%,6%,2%,11%,7%
,,,,,,,,,,
