FAIRCHEM SPECIALITY LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 34.03 , 38.39 , 57.36 , 97.17 , 123.10 , 151.82 , 150.62 , 151.73 , 185.43 , 236.33 , 249.88 , 301.20 , 271.15 
Expenses, 32.57 , 35.74 , 46.95 , 82.39 , 105.68 , 118.53 , 125.59 , 128.43 , 161.75 , 202.45 , 213.83 , 257.75 , 232.92 
Operating Profit, 1.46 , 2.65 , 10.41 , 14.78 , 17.42 , 33.29 , 25.03 , 23.30 , 23.68 , 33.88 , 36.05 , 43.45 , 38.23 
Other Income, 0.06 , 0.04 , 0.66 , 0.21 , 0.08 , 0.54 , 0.63 , 0.18 , 0.07 , 2.64 , 4.35 , -   , -   
Depreciation, 1.65 , 1.69 , 1.73 , 1.98 , 2.27 , 2.64 , 2.22 , 2.99 , 4.22 , 4.95 , 5.46 , 5.46 , 5.46 
Interest, 1.90 , 1.69 , 1.44 , 2.22 , 2.61 , 2.79 , 2.90 , 3.92 , 4.69 , 5.76 , 5.74 , 5.74 , 5.74 
Profit before tax, (2.03), (0.69), 7.90 , 10.79 , 12.62 , 28.40 , 20.55 , 16.56 , 14.85 , 25.82 , 29.20 , 32.25 , 27.03 
Tax, (0.58), (0.13), 2.84 , 3.42 , 4.24 , 9.71 , 6.86 , 5.96 , 5.78 , 6.42 , 7.71 ,26%,26%
Net profit, (1.45), (0.56), 5.06 , 7.37 , 8.39 , 18.68 , 13.69 , 10.60 , 9.06 , 19.40 , 21.52 , 23.74 , 19.89 
EPS, (1.53), (0.59), 5.33 , 7.76 , 7.36 , 14.90 , 9.92 , 7.68 , 2.41 , 5.16 , 5.51 , 6.08 , 5.09 
Price to earning, (6.86), (28.98), 5.33 , 6.01 , 6.38 , 8.08 , 33.01 , 38.24 , 214.78 , 84.42 , 98.98 , 109.11 , 55.03 
Price, 10.47 , 17.08 , 28.40 , 46.63 , 46.96 , 120.36 , 327.62 , 293.87 , 517.40 , 435.46 , 545.30 , 663.02 , 280.24 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,18.77%,12.89%,13.59%,10.06%,25.20%,32.55%,41.50%,29.07%,,,
OPM,4.29%,6.90%,18.15%,15.21%,14.15%,21.93%,16.62%,15.36%,12.77%,14.34%,14.43%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,24.03%,22.42%,13.93%,16.20%,27.45%,27.45%,13.93%
,,,,,,OPM,15.16%,15.63%,15.89%,14.10%,14.43%,14.43%,14.10%
,,,,,,Price to Earning, 55.03 , 61.24 , 79.59 , 109.11 , 98.98 , 109.11 , 55.03 
