GABRIEL INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 7.19 , 7.19 , 7.19 , 7.19 , 14.37 , 14.37 , 14.37 , 14.37 , 14.36 , 14.36 
Reserves, 125.19 , 142.09 , 179.35 , 224.06 , 242.49 , 270.81 , 311.07 , 365.56 , 435.79 , 510.52 
Borrowings, 156.91 , 148.81 , 151.17 , 123.04 , 80.58 , 65.97 , 13.29 , 10.94 , 8.19 , 10.40 
Other Liabilities, 138.99 , 152.21 , 192.18 , 196.69 , 233.52 , 249.20 , 297.00 , 295.60 , 324.21 , 374.38 
Total, 428.28 , 450.30 , 529.89 , 550.98 , 570.96 , 600.35 , 635.73 , 686.47 , 782.55 , 909.66 
,,,,,,,,,,
Net Block, 175.56 , 184.39 , 210.04 , 213.82 , 255.43 , 267.19 , 267.66 , 272.44 , 288.55 , 298.73 
Capital Work in Progress, 15.57 , 12.14 , 10.82 , 3.73 , 6.39 , 12.46 , 3.10 , 2.21 , 1.78 , 7.83 
Investments, 13.33 , 13.33 , 13.33 , 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 28.33 , 62.32 
Other Assets, 223.82 , 240.44 , 295.70 , 333.41 , 309.12 , 320.68 , 364.95 , 411.80 , 463.89 , 540.78 
Total, 428.28 , 450.30 , 529.89 , 550.98 , 570.96 , 600.35 , 635.73 , 686.47 , 782.55 , 909.66 
,,,,,,,,,,
Working Capital, 84.83 , 88.23 , 103.52 , 136.72 , 75.60 , 71.48 , 67.95 , 116.20 , 139.68 , 166.40 
Debtors, 82.27 , 77.31 , 94.36 , 126.56 , 121.47 , 136.08 , 174.78 , 192.37 , 211.79 , 279.15 
Inventory, 67.22 , 79.96 , 101.77 , 124.99 , 114.05 , 119.45 , 115.35 , 110.74 , 131.23 , 149.07 
,,,,,,,,,,
Debtor Days, 58.18 , 40.79 , 35.77 , 41.25 , 37.00 , 38.87 , 44.41 , 49.08 , 50.84 , 55.58 
Inventory Turnover, 7.68 , 8.65 , 9.46 , 8.96 , 10.51 , 10.70 , 12.45 , 12.92 , 11.59 , 12.30 
,,,,,,,,,,
Return on Equity,4%,16%,24%,23%,15%,15%,18%,20%,18%,18%
Return on Capital Emp,,17%,23%,23%,15%,19%,26%,27%,27%,28%
,,,,,,,,,,
