INVENTURE GROWTH & SECURITIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 7.00 , 14.00 , 14.00 , 21.00 , 84.00 , 84.00 , 84.00 , 84.00 , 84.00 , 84.00 
Reserves, 52.16 , 53.65 , 57.56 , 131.53 , 69.93 , 69.60 , 72.44 , 63.90 , 67.24 , 68.43 
Borrowings, 9.37 , 11.65 , 26.92 , 23.15 , 16.89 , 16.72 , 16.05 , 9.00 , 5.98 , 1.38 
Other Liabilities, 55.94 , 75.87 , 68.66 , 55.81 , 56.94 , 28.26 , 26.41 , 31.12 , 34.61 , 31.71 
Total, 124.47 , 155.17 , 167.14 , 231.49 , 227.76 , 198.58 , 198.90 , 188.02 , 191.83 , 185.52 
,,,,,,,,,,
Net Block, 13.62 , 14.07 , 13.57 , 12.53 , 11.69 , 10.71 , 9.64 , 8.83 , 10.48 , 10.26 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 7.89 , 7.82 , 27.82 , 69.92 , 69.91 , 69.37 , 68.10 , 66.58 , 64.29 , 64.29 
Other Assets, 102.96 , 133.28 , 125.75 , 149.04 , 146.16 , 118.50 , 121.16 , 112.61 , 117.06 , 110.97 
Total, 124.47 , 155.17 , 167.14 , 231.49 , 227.76 , 198.58 , 198.90 , 188.02 , 191.83 , 185.52 
,,,,,,,,,,
Working Capital, 47.02 , 57.41 , 57.09 , 93.23 , 89.22 , 90.24 , 94.75 , 81.49 , 82.45 , 79.26 
Debtors, 46.69 , 46.03 , 63.20 , 71.72 , 64.92 , 50.58 , 42.37 , 41.66 , 38.54 , 32.05 
Inventory, 0.03 , 0.01 , 0.02 , 10.30 , 4.72 , 0.55 , 2.39 , 0.14 , 0.05 , 1.23 
,,,,,,,,,,
Debtor Days, 734.56 , 449.70 , 649.99 ," 1,119.67 "," 1,139.77 "," 1,701.54 ", 865.42 ," 3,603.29 ", 701.25 , 436.83 
Inventory Turnover, 773.33 ," 3,736.00 "," 1,774.50 ", 2.27 , 4.40 , 19.73 , 7.48 , 30.14 , 401.20 , 21.77 
,,,,,,,,,,
Return on Equity,5%,15%,8%,4%,1%,0%,2%,-6%,2%,1%
Return on Capital Emp,,26%,15%,9%,3%,1%,4%,-5%,4%,2%
,,,,,,,,,,
