I G PETROCHEMICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 30.80 , 30.80 , 30.80 , 30.80 , 30.80 , 30.80 , 30.80 , 30.80 , 30.80 , 30.80 
Reserves, 184.65 , 209.27 , 218.64 , 228.01 , 227.23 , 226.47 , 208.01 , 260.96 , 361.71 , 497.30 
Borrowings, 58.95 , 53.63 , 27.31 , 15.64 , 171.80 , 208.78 , 152.88 , 116.07 , 82.22 , 54.08 
Other Liabilities, 78.63 , 64.88 , 132.86 , 183.18 , 192.50 , 298.25 , 212.37 , 170.83 , 221.69 , 254.11 
Total, 353.03 , 358.58 , 409.61 , 457.63 , 622.33 , 764.30 , 604.06 , 578.66 , 696.42 , 836.29 
,,,,,,,,,,
Net Block, 237.59 , 223.25 , 214.98 , 215.67 , 171.77 , 376.29 , 326.78 , 322.23 , 323.86 , 402.94 
Capital Work in Progress, 4.22 , 14.75 , 18.51 , 18.47 , 171.61 , 0.64 , 0.77 , 4.41 , 11.21 , 26.27 
Investments, 0.06 , 0.06 , 0.06 , 0.07 , 0.07 , 0.07 , 0.07 , 0.33 , 18.58 , 89.69 
Other Assets, 111.16 , 120.52 , 176.06 , 223.42 , 278.88 , 387.30 , 276.44 , 251.69 , 342.77 , 317.39 
Total, 353.03 , 358.58 , 409.61 , 457.63 , 622.33 , 764.30 , 604.06 , 578.66 , 696.42 , 836.29 
,,,,,,,,,,
Working Capital, 32.53 , 55.64 , 43.20 , 40.24 , 86.38 , 89.05 , 64.07 , 80.86 , 121.08 , 63.28 
Debtors, 35.55 , 42.95 , 61.97 , 103.27 , 124.31 , 174.30 , 145.18 , 108.81 , 149.75 , 138.77 
Inventory, 34.55 , 35.88 , 84.70 , 57.51 , 82.22 , 141.49 , 86.56 , 89.56 , 96.60 , 94.38 
,,,,,,,,,,
Debtor Days, 23.32 , 28.93 , 35.83 , 42.54 , 46.76 , 52.83 , 44.66 , 41.68 , 52.68 , 44.27 
Inventory Turnover, 16.11 , 15.10 , 7.45 , 15.41 , 11.80 , 8.51 , 13.71 , 10.64 , 10.74 , 12.12 
,,,,,,,,,,
Return on Equity,1%,11%,5%,5%,1%,1%,4%,21%,26%,28%
Return on Capital Emp,,17%,11%,11%,6%,8%,12%,25%,34%,46%
,,,,,,,,,,
