KDDL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 67.96 , 52.29 , 79.36 , 99.94 , 95.60 , 111.60 , 126.62 , 119.00 , 125.41 , 145.81 , 168.17 , 169.53 , 153.91 
Expenses, 60.34 , 50.32 , 63.51 , 78.78 , 83.56 , 91.34 , 101.76 , 98.08 , 103.82 , 118.39 , 138.54 , 139.15 , 127.79 
Operating Profit, 7.62 , 1.97 , 15.85 , 21.16 , 12.04 , 20.26 , 24.86 , 20.92 , 21.59 , 27.42 , 29.63 , 30.38 , 26.12 
Other Income, 0.95 , 1.10 , 1.23 , 1.72 , 0.42 , 0.59 , 1.00 , 1.90 , 2.72 , 4.80 , 5.03 , -   , -   
Depreciation, 4.20 , 3.89 , 3.98 , 4.35 , 5.68 , 5.93 , 7.39 , 6.89 , 7.25 , 7.40 , 7.62 , 7.62 , 7.62 
Interest, 3.72 , 3.93 , 4.58 , 5.08 , 7.10 , 8.19 , 8.06 , 6.22 , 5.52 , 4.83 , 5.15 , 5.15 , 5.15 
Profit before tax, 0.65 , (4.75), 8.52 , 13.45 , (0.34), 6.73 , 10.41 , 9.71 , 11.55 , 20.00 , 21.89 , 17.61 , 13.35 
Tax, 0.41 , (1.37), 2.24 , 4.64 , 0.02 , 2.50 , 3.89 , 3.14 , 4.04 , 5.93 , 6.42 ,29%,29%
Net profit, 0.24 , (3.38), 6.28 , 8.81 , (0.36), 4.24 , 6.51 , 6.58 , 7.52 , 14.07 , 15.47 , 12.45 , 9.43 
EPS, 0.32 , (4.49), 7.90 , 9.97 , (0.40), 4.60 , 7.04 , 6.41 , 6.83 , 12.64 , 13.30 , 10.70 , 8.11 
Price to earning, 38.51 , (8.34), 13.02 , 13.52 , (178.25), 16.75 , 50.54 , 29.39 , 31.24 , 39.54 , 36.40 , 36.40 , 29.88 
Price, 12.29 , 37.49 , 102.91 , 134.79 , 71.01 , 77.09 , 355.67 , 188.52 , 213.29 , 499.98 , 484.05 , 389.42 , 242.25 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,37.58%,30.42%,0.00%,32.31%,28.11%,23.25%,21.81%,19.62%,,,
OPM,11.21%,3.77%,19.97%,21.17%,12.59%,18.15%,19.63%,17.58%,17.22%,18.81%,17.62%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.85%,9.08%,8.81%,4.82%,16.27%,16.27%,4.82%
,,,,,,OPM,16.97%,17.99%,18.31%,17.92%,17.62%,17.92%,16.97%
,,,,,,Price to Earning, 29.88 , 31.05 , 33.98 , 34.14 , 36.40 , 36.40 , 29.88 
