ADITYA BIRLA CAPITAL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 0.08 , 1.09 , 3.38 , 0.17 , 2.45 , 3.50 , 4.41 , 7.35 , 35.01 , 175.24 , 177.78 , 877.15 , 309.95 
Expenses, 0.01 , 7.31 , 4.58 , 3.81 , 1.33 , 1.69 , 9.50 , 6.10 , 30.10 , 87.87 , 70.41 , 347.40 , 181.37 
Operating Profit, 0.07 , (6.22), (1.20), (3.64), 1.12 , 1.81 , (5.09), 1.25 , 4.91 , 87.37 , 107.37 , 529.75 , 128.59 
Other Income, -   , -   , -   , 0.33 , 0.14 , (55.84), (43.24), -   , 0.01 , 0.01 , (29.61), -   , -   
Depreciation, -   , 0.25 , 0.47 , 0.48 , 0.40 , 0.05 , 0.22 , 0.03 , 0.14 , 0.49 , 0.87 , 0.87 , 0.87 
Interest, -   , -   , -   , -   , -   , 0.03 , -   , -   , 0.54 , 25.40 , 88.53 , 88.53 , 88.53 
Profit before tax, 0.07 , (6.47), (1.67), (3.80), 0.86 , (54.11), (48.56), 1.22 , 4.24 , 61.49 , (11.64), 440.35 , 39.19 
Tax, 0.02 , -   , 0.41 , -   , -   , 0.28 , -   , 1.71 , -   , -   , (2.04),0%,0%
Net profit, 0.05 , (6.47), (2.08), (3.80), 0.86 , (54.39), (48.56), (0.48), 4.24 , 61.49 , (9.60), 440.35 , 39.19 
EPS, 0.24 , (0.59), (0.19), (0.35), 0.08 , (0.76), (0.64), (0.01), 0.03 , 0.28 , (0.04), 2.00 , 0.18 
Price to earning,  ,  ,  ,  ,  ,  ,  ,  ,  , 561.97 , -   , 561.97 , -   
Price, -   , -   , -   , -   , -   , -   , -   , -   , -   , 157.00 , 102.75 ," 1,124.11 ", -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,87.50%,0.00%,0.00%,0.00%,45.71%,51.71%,0.00%,17.01%,14.02%,49.86%,60.39%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,135.06%,75.78%,134.91%,241.24%,400.54%,400.54%,75.78%
,,,,,,OPM,41.49%,42.28%,42.28%,42.98%,60.39%,60.39%,41.49%
,,,,,,Price to Earning, 561.97 , 561.97 , 561.97 , 561.97 , -   , 561.97 , -   
