ALLIED DIGITAL SERVICES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 391.64 , 470.51 , 521.91 , 406.02 , 236.26 , 149.38 , 125.50 , 103.41 , 78.10 , 74.23 , 71.64 , 71.64 , 56.81 
Expenses, 294.67 , 345.98 , 439.18 , 374.22 , 208.74 , 134.92 , 93.96 , 73.79 , 48.61 , 54.46 , 48.10 , 48.10 , 47.89 
Operating Profit, 96.97 , 124.53 , 82.73 , 31.80 , 27.52 , 14.46 , 31.54 , 29.62 , 29.49 , 19.77 , 23.54 , 23.54 , 8.92 
Other Income, 2.19 , 3.77 , 6.95 , 15.70 , 0.58 , 32.51 , 10.34 , 5.76 , 6.02 , 11.13 , 0.92 , -   , -   
Depreciation, 0.89 , 6.57 , 11.76 , 16.37 , 21.32 , 23.25 , 23.95 , 15.97 , 13.56 , 15.96 , 13.81 , 13.81 , 13.81 
Interest, 2.60 , 3.63 , 7.83 , 16.40 , 13.56 , 14.38 , 15.78 , 18.64 , 15.05 , 4.87 , 2.91 , 2.91 , 2.91 
Profit before tax, 95.67 , 118.10 , 70.09 , 14.74 , (6.76), 9.34 , 2.16 , 0.77 , 6.90 , 10.07 , 7.74 , 6.82 , (7.80)
Tax, 16.13 , 21.46 , 13.99 , 8.85 , 3.41 , (3.47), 1.74 , 0.33 , 5.14 , 5.09 , 4.07 ,53%,53%
Net profit, 79.54 , 96.64 , 56.10 , 5.90 , (10.18), 12.81 , 0.42 , 0.44 , 1.76 , 4.98 , 3.67 , 3.23 , (3.70)
EPS, 21.95 , 20.79 , 12.04 , 1.28 , (2.20), 2.77 , 0.09 , 0.09 , 0.35 , 0.99 , 0.68 , 0.60 , (0.68)
Price to earning, 5.28 , 11.30 , 7.52 , 21.83 , (5.50), 4.85 , 210.00 , 490.96 , 87.24 , 21.97 , 23.42 , 155.90 , 23.42 
Price, 116.01 , 234.90 , 90.59 , 27.89 , 12.13 , 13.46 , 19.10 , 43.03 , 30.58 , 21.79 , 15.85 , 92.97 , (15.97)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,4.55%,4.81%,4.15%,19.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,24.76%,26.47%,15.85%,7.83%,11.65%,9.68%,25.13%,28.64%,37.76%,26.63%,32.86%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-16.87%,-24.32%,-20.67%,-16.06%,-3.49%,-3.49%,-24.32%
,,,,,,OPM,19.10%,15.70%,23.53%,30.84%,32.86%,32.86%,15.70%
,,,,,,Price to Earning, 88.44 , 122.90 , 139.74 , 155.90 , 23.42 , 155.90 , 23.42 
