ELGI RUBBER COMPANY LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, -   , -   , 194.24 , 111.54 , 140.73 , 144.29 , 133.40 , 201.20 , 200.21 , 186.68 , 202.87 , 208.81 , 185.53 
Expenses, -   , -   , 167.50 , 105.62 , 132.69 , 136.10 , 127.95 , 183.90 , 184.68 , 178.15 , 200.58 , 194.12 , 183.44 
Operating Profit, -   , -   , 26.74 , 5.92 , 8.04 , 8.19 , 5.45 , 17.30 , 15.53 , 8.53 , 2.29 , 14.69 , 2.09 
Other Income, -   , -   , 7.60 , 12.37 , 19.43 , 18.45 , 10.89 , (28.11), 9.31 , 11.82 , 17.30 , -   , -   
Depreciation, -   , -   , 5.87 , 3.94 , 3.63 , 5.09 , 6.78 , 9.06 , 7.04 , 7.30 , 7.86 , 7.86 , 7.86 
Interest, -   , -   , 0.05 , 0.52 , 0.58 , 0.65 , 1.64 , 4.52 , 7.87 , 9.74 , 11.57 , 11.57 , 11.57 
Profit before tax, -   , -   , 28.42 , 13.83 , 23.27 , 20.91 , 7.90 , (24.39), 9.93 , 3.32 , 0.16 , (4.74), (17.34)
Tax, -   , -   , 9.55 , 4.44 , 5.53 , 5.78 , 2.24 , 2.11 , 2.05 , 1.38 , (0.29),-181%,-181%
Net profit, -   , -   , 18.87 , 9.39 , 17.73 , 15.12 , 5.66 , (26.49), 7.88 , 1.93 , 0.45 , (13.34), (48.76)
EPS, -   , -   , 3.77 , 1.88 , 3.54 , 3.02 , 1.13 , (5.29), 1.57 , 0.39 , 0.09 , (2.66), (9.73)
Price to earning,  ,  ,  , 11.07 , 6.56 , 7.26 , 24.53 , (5.28), 35.80 , 108.95 , 269.42 , 269.42 , 66.23 
Price, -   , -   , -   , 20.76 , 23.24 , 21.92 , 27.74 , 27.95 , 56.37 , 42.01 , 24.20 , (717.64), (644.53)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,22.58%,26.62%,22.62%,12.24%,18.55%,0.00%,8.25%,0.00%,,,
OPM,0.00%,0.00%,13.77%,5.31%,5.71%,5.68%,4.09%,8.60%,7.76%,4.57%,1.13%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,,-0.57%,5.81%,11.85%,8.67%,11.85%,-0.57%
,,,,,,OPM,7.29%,6.17%,6.35%,7.03%,1.13%,7.03%,1.13%
,,,,,,Price to Earning, 66.23 , 66.23 , 89.19 , 138.06 , 269.42 , 269.42 , 66.23 
