MAHARASHTRA SCOOTERS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 2.50 , 4.14 , 6.19 , 6.68 , 6.70 , 4.18 , 6.95 , 8.97 , 8.50 , 12.33 , 14.50 , 17.89 , 13.83 
Expenses, 15.06 , 16.89 , 18.95 , 20.67 , 10.09 , 9.04 , 11.95 , 15.41 , 14.35 , 20.03 , 19.98 , 17.89 , 13.83 
Operating Profit, (12.56), (12.75), (12.76), (13.99), (3.39), (4.86), (5.00), (6.44), (5.85), (7.70), (5.48), -   , -   
Other Income, 24.48 , 20.19 , 34.90 , 8.46 , 53.22 , 53.35 , 62.91 , 108.18 , 20.75 , 69.79 , 81.43 , -   , -   
Depreciation, 1.05 , 1.04 , 1.01 , 0.96 , 1.00 , 0.90 , 3.16 , 0.74 , 0.55 , 0.75 , 1.55 , 1.55 , 1.55 
Interest, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Profit before tax, 10.87 , 6.40 , 21.13 , (6.49), 48.84 , 47.59 , 54.76 , 100.99 , 14.34 , 61.34 , 74.40 , (1.55), (1.55)
Tax, (0.03), (2.01), (0.60), -   , -   , -   , -   , -   , 1.27 , 0.59 , 1.60 ,2%,2%
Net profit, 10.90 , 8.41 , 21.73 , (6.49), 48.84 , 47.60 , 54.76 , 101.00 , 13.07 , 60.76 , 72.80 , (1.52), (1.52)
EPS, 9.54 , 7.36 , 19.01 , (5.68), 42.74 , 41.65 , 47.92 , 88.38 , 11.44 , 53.17 , 63.69 , (1.33), (1.33)
Price to earning, 8.75 , 52.90 , 18.97 , (56.20), 8.70 , 11.44 , 18.30 , 14.29 , 173.91 , 45.46 , 66.62 , 75.07 , 41.93 
Price, 83.45 , 389.25 , 360.69 , 319.16 , 371.84 , 476.41 , 876.64 ," 1,263.00 "," 1,988.87 "," 2,416.71 "," 4,243.40 ", (99.61), (55.64)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,57.71%,74.79%,47.35%,0.00%,46.81%,60.02%,62.62%,33.95%,262.36%,62.08%,,,
OPM,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,19.40%,10.35%,12.97%,21.06%,45.06%,45.06%,10.35%
,,,,,,OPM,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 41.93 , 48.39 , 55.00 , 75.07 , 66.62 , 75.07 , 41.93 
