LOKESH MACHINES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 74.04 , 96.83 , 146.39 , 163.94 , 143.17 , 111.80 , 118.14 , 121.08 , 131.78 , 174.94 , 190.44 , 232.24 , 179.85 
Expenses, 61.83 , 77.44 , 125.49 , 133.16 , 111.67 , 84.99 , 91.32 , 106.98 , 115.06 , 149.90 , 159.18 , 194.11 , 156.37 
Operating Profit, 12.21 , 19.39 , 20.90 , 30.78 , 31.50 , 26.81 , 26.82 , 14.10 , 16.72 , 25.04 , 31.26 , 38.12 , 23.48 
Other Income, 1.23 , 1.32 , 4.01 , 5.26 , 0.46 , 2.27 , 2.57 , 12.19 , 0.35 , 0.84 , 0.95 , -   , -   
Depreciation, 6.47 , 7.07 , 7.41 , 8.46 , 9.61 , 8.97 , 8.68 , 7.41 , 8.18 , 8.17 , 9.12 , 9.12 , 9.12 
Interest, 8.81 , 9.16 , 12.23 , 15.12 , 20.84 , 19.05 , 18.18 , 15.36 , 16.66 , 14.09 , 12.89 , 12.89 , 12.89 
Profit before tax, 1.03 , 6.40 , 11.10 , 12.47 , 1.51 , 1.06 , 2.53 , 3.52 , 3.31 , 7.16 , 10.20 , 16.11 , 1.47 
Tax, 0.66 , 2.35 , 4.01 , 4.87 , 0.44 , 0.60 , 1.79 , 1.39 , 1.20 , 2.45 , 3.43 ,34%,34%
Net profit, 0.37 , 4.05 , 7.09 , 7.60 , 1.06 , 0.46 , 0.75 , 2.14 , 2.11 , 4.70 , 6.76 , 10.69 , 0.98 
EPS, 0.31 , 3.44 , 6.02 , 6.45 , 0.90 , 0.39 , 0.64 , 1.45 , 1.24 , 2.63 , 3.78 , 5.97 , 0.55 
Price to earning, 81.75 , 15.04 , 7.17 , 5.68 , 25.35 , 65.26 , 128.10 , 54.47 , 71.05 , 23.38 , 12.13 , 40.26 , 12.13 
Price, 25.68 , 51.72 , 43.18 , 36.68 , 22.81 , 25.49 , 81.58 , 79.23 , 88.02 , 61.41 , 45.80 , 240.52 , 6.63 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,29.14%,16.64%,7.76%,83.02%,128.26%,78.67%,34.58%,0.00%,0.00%,,,
OPM,16.49%,20.02%,14.28%,18.78%,22.00%,23.98%,22.70%,11.65%,12.69%,14.31%,16.41%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,10.03%,2.58%,4.09%,13.98%,32.75%,32.75%,2.58%
,,,,,,OPM,17.49%,17.80%,16.65%,13.06%,16.41%,16.41%,13.06%
,,,,,,Price to Earning, 44.49 , 48.18 , 59.06 , 40.26 , 12.13 , 40.26 , 12.13 
