EASUN REYROLLE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 4.15 , 4.15 , 4.15 , 4.16 , 4.16 , 4.16 , 6.16 , 6.16 , 6.16 , 6.16 
Reserves, 164.59 , 210.77 , 216.69 , 225.44 , 214.64 , 182.46 , 195.35 , 155.27 , 176.47 , 176.46 
Borrowings, 221.07 , 79.25 , 178.42 , 204.09 , 206.30 , 249.11 , 220.24 , 260.48 , 299.94 , 334.36 
Other Liabilities, 80.85 , 146.06 , 140.61 , 151.27 , 199.63 , 216.82 , 229.94 , 172.26 , 102.62 , 90.68 
Total, 470.66 , 440.23 , 539.87 , 584.96 , 624.73 , 652.55 , 651.69 , 594.17 , 585.19 , 607.66 
,,,,,,,,,,
Net Block, 30.51 , 29.46 , 45.56 , 41.98 , 100.09 , 95.31 , 86.66 , 79.38 , 106.39 , 87.28 
Capital Work in Progress, 6.63 , 8.81 , 16.35 , 27.84 , -   , -   , -   , -   , -   , -   
Investments, 60.30 , 162.96 , 156.20 , 155.02 , 155.02 , 155.02 , 155.02 , 155.02 , 155.02 , 155.03 
Other Assets, 373.22 , 239.00 , 321.76 , 360.12 , 369.62 , 402.22 , 410.01 , 359.77 , 323.78 , 365.35 
Total, 470.66 , 440.23 , 539.87 , 584.96 , 624.73 , 652.55 , 651.69 , 594.17 , 585.19 , 607.66 
,,,,,,,,,,
Working Capital, 292.37 , 92.94 , 181.15 , 208.85 , 169.99 , 185.40 , 180.07 , 187.51 , 221.16 , 274.67 
Debtors, 74.35 , 127.28 , 170.24 , 200.36 , 245.58 , 275.61 , 284.28 , 204.06 , 169.54 , 166.88 
Inventory, 36.90 , 35.23 , 45.63 , 49.76 , 57.08 , 44.21 , 38.42 , 37.13 , 33.39 , 68.53 
,,,,,,,,,,
Debtor Days, 196.08 , 215.24 , 231.39 , 264.29 , 406.61 , 552.19 ," 1,662.59 "," 2,125.63 "," 2,225.97 "," 3,248.60 "
Inventory Turnover, 3.75 , 6.13 , 5.89 , 5.56 , 3.86 , 4.12 , 1.62 , 0.94 , 0.83 , 0.27 
,,,,,,,,,,
Return on Equity,4%,26%,4%,4%,0%,-17%,-19%,-28%,-14%,-12%
Return on Capital Emp,,22%,7%,7%,6%,0%,-3%,-4%,-3%,-4%
,,,,,,,,,,
