KITEX GARMENTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 4.75 , 4.75 , 4.75 , 4.75 , 4.75 , 4.75 , 4.75 , 4.75 , 4.75 , 6.65 
Reserves, 33.62 , 50.46 , 68.87 , 92.68 , 117.61 , 169.42 , 259.13 , 362.64 , 451.00 , 509.56 
Borrowings, 137.88 , 69.69 , 108.40 , 101.50 , 101.17 , 134.15 , 161.23 , 110.09 , 8.29 , 8.02 
Other Liabilities, 37.88 , 58.71 , 68.34 , 69.10 , 72.34 , 96.29 , 111.37 , 103.03 , 105.49 , 97.49 
Total, 214.13 , 183.61 , 250.36 , 268.03 , 295.87 , 404.61 , 536.48 , 580.51 , 569.53 , 621.72 
,,,,,,,,,,
Net Block, 123.03 , 118.66 , 122.31 , 122.79 , 117.25 , 181.21 , 188.23 , 172.99 , 172.84 , 171.64 
Capital Work in Progress, 0.69 , 0.81 , 0.94 , 0.35 , 2.28 , 0.67 , 0.29 , 1.24 , 15.65 , 34.02 
Investments, -   , -   , -   , -   , -   , -   , -   , 4.62 , 11.81 , 26.53 
Other Assets, 90.41 , 64.14 , 127.11 , 144.89 , 176.34 , 222.73 , 347.96 , 401.66 , 369.23 , 389.53 
Total, 214.13 , 183.61 , 250.36 , 268.03 , 295.87 , 404.61 , 536.48 , 580.51 , 569.53 , 621.72 
,,,,,,,,,,
Working Capital, 52.53 , 5.43 , 58.77 , 75.79 , 104.00 , 126.44 , 236.59 , 298.63 , 263.74 , 292.04 
Debtors, 55.31 , 5.19 , 39.29 , 31.83 , 50.63 , 53.06 , 62.66 , 96.01 , 131.15 , 123.01 
Inventory, 24.14 , 22.26 , 56.59 , 51.96 , 45.86 , 10.80 , 11.20 , 13.02 , 40.50 , 87.82 
,,,,,,,,,,
Debtor Days, 110.69 , 7.66 , 59.19 , 37.24 , 58.30 , 43.80 , 44.75 , 64.20 , 87.69 , 80.57 
Inventory Turnover, 7.56 , 11.12 , 4.28 , 6.00 , 6.91 , 40.95 , 45.63 , 41.92 , 13.48 , 6.35 
,,,,,,,,,,
Return on Equity,26%,34%,28%,28%,24%,33%,37%,31%,20%,14%
Return on Capital Emp,,29%,30%,31%,27%,38%,44%,41%,32%,23%
,,,,,,,,,,
