TWENTY FIRST CENTURY MANAGEMENT SERVICES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, (18.20), 1.18 , 23.45 , (4.20), 0.12 , 1.08 , 37.13 , 2.88 , 1.92 , 10.57 , 8.43 , 58.19 , (5.80)
Expenses, 0.75 , 0.91 , 14.71 , 3.27 , 0.59 , 1.24 , 2.48 , 1.85 , 2.16 , 2.23 , 1.53 , 10.56 , (2.26)
Operating Profit, (18.95), 0.27 , 8.74 , (7.47), (0.47), (0.16), 34.65 , 1.03 , (0.24), 8.34 , 6.90 , 47.63 , (3.53)
Other Income, -   , 0.34 , -   , -   , -   , -   , (0.61), -   , 0.17 , 0.09 , 0.15 , -   , -   
Depreciation, 0.01 , 0.01 , 0.03 , 0.20 , 0.15 , 0.11 , 0.12 , 0.64 , 0.38 , 0.43 , 0.16 , 0.16 , 0.16 
Interest, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Profit before tax, (18.96), 0.60 , 8.71 , (7.66), (0.61), (0.26), 33.92 , 0.39 , (0.44), 8.00 , 6.89 , 47.47 , (3.69)
Tax, -   , -   , 1.76 , (0.03), 1.64 , (0.01), 9.02 , 0.11 , (0.05), 2.31 , 1.39 ,20%,20%
Net profit, (18.96), 0.60 , 6.95 , (7.64), (2.24), (0.26), 24.90 , 0.29 , (0.39), 5.68 , 5.50 , 37.89 , (2.95)
EPS, (18.06), 0.57 , 6.62 , (7.28), (2.13), (0.25), 23.71 , 0.28 , (0.37), 5.41 , 5.24 , 36.09 , (2.81)
Price to earning, (0.48), 47.22 , 2.69 , (1.20), (2.09), (19.62), 1.87 , 99.59 , (58.06), 7.14 , 3.60 , 36.78 , 3.60 
Price, 8.62 , 26.99 , 17.80 , 8.76 , 4.45 , 4.86 , 44.28 , 27.51 , 21.57 , 38.64 , 18.85 ," 1,327.35 ", (10.10)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.43%,0.00%,0.00%,46.30%,,,
OPM,0.00%,22.88%,37.27%,0.00%,0.00%,0.00%,93.32%,35.76%,0.00%,78.90%,81.85%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-194.14%,-10.76%,144.89%,-34.22%,450.52%,450.52%,-194.14%
,,,,,,OPM,94.81%,88.93%,82.16%,60.96%,81.85%,81.85%,60.96%
,,,,,,Price to Earning, 27.02 , 28.05 , 28.05 , 36.78 , 3.60 , 36.78 , 3.60 
