BPL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 76.16 , 81.55 , 89.13 , 75.51 , 93.97 , 45.06 , 23.89 , 40.17 , 93.92 , 124.28 , 140.28 , 215.34 , 131.10 
Expenses, 77.55 , 94.96 , 118.12 , 86.22 , 98.63 , 53.39 , 23.27 , 41.02 , 116.02 , 114.08 , 137.25 , 206.84 , 129.20 
Operating Profit, (1.39), (13.41), (28.99), (10.71), (4.66), (8.33), 0.62 , (0.85), (22.10), 10.20 , 3.03 , 8.50 , 1.91 
Other Income, (54.72), 36.95 , 139.28 , 73.97 , 39.15 , 13.86 , 8.89 , 16.46 , 79.73 , 14.73 , 2.95 , -   , -   
Depreciation, 11.40 , 10.82 , 21.36 , 7.85 , 1.67 , 1.09 , 1.66 , 0.49 , 0.61 , 0.49 , 0.44 , 0.44 , 0.44 
Interest, 11.85 , 13.34 , 10.45 , 3.66 , 3.19 , 0.14 , 0.05 , 0.88 , 3.64 , 1.81 , 1.83 , 1.83 , 1.83 
Profit before tax, (79.36), (0.62), 78.48 , 51.74 , 29.64 , 4.30 , 7.80 , 14.23 , 53.38 , 22.63 , 3.71 , 6.23 , (0.36)
Tax, (65.89), (0.95), 0.76 , (8.95), 39.92 , 131.61 , -   , 22.68 , 0.31 , 15.28 , 2.77 ,75%,75%
Net profit, (13.47), 0.33 , 77.72 , 60.69 , (10.29), (127.32), 7.79 , (8.45), 53.07 , 7.35 , 0.93 , 1.58 , (0.09)
EPS, (2.78), 0.07 , 16.02 , 12.47 , (2.10), (26.04), 1.59 , (1.73), 10.86 , 1.50 , 0.19 , 0.32 , (0.02)
Price to earning, (6.78), 563.29 , 1.68 , 1.43 , (7.70), (0.58), 19.95 , (16.54), 7.21 , 55.01 , 131.40 , 131.40 , 43.00 
Price, 18.83 , 38.32 , 26.88 , 17.87 , 16.20 , 15.07 , 31.79 , 28.59 , 78.26 , 82.71 , 25.00 , 42.44 , (0.81)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.60%,0.00%,0.00%,8.21%,2.16%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,5.59%,4.86%,5.75%,73.27%,32.33%,73.27%,4.86%
,,,,,,OPM,1.46%,2.18%,3.31%,3.95%,2.16%,3.95%,1.46%
,,,,,,Price to Earning, 111.42 , 43.00 , 53.39 , 64.54 , 131.40 , 131.40 , 43.00 
